y,x,intensity,probability,cell_ID,nuc_ID,base_name,image_index,channel,experiment,group,cell_density,strain,bg_area,bg_min,bg_median,bg_max,intensity_bs
1528.9034,693.8904,318.33,0.415,65,0,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,1,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,192.0,252.0,850.0,126.32999999999998
1449.0,1422.0,772.0,0.374,57,61,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,1,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,192.0,252.0,850.0,580.0
1447.9109,1424.7778,707.93,0.51,57,61,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,1,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,192.0,252.0,850.0,515.93
1170.0816,1652.6187,382.59,0.477,46,0,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,1,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,192.0,252.0,850.0,190.58999999999997
269.8575,1740.6866,1777.69,0.72,20,18,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,1,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,192.0,252.0,850.0,1585.69
168.1957,1805.1462,567.72,0.538,16,13,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,1,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,192.0,252.0,850.0,375.72
1830.0261,1833.2621,409.71,0.447,77,81,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,2,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,138.0,182.0,677.0,271.71
1442.0,1277.0,365.0,0.328,59,62,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,2,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,138.0,182.0,677.0,227.0
755.0,1138.0,288.0,0.367,37,35,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,2,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,138.0,182.0,677.0,150.0
480.0,262.0,402.0,0.391,28,26,08262025_Taka_pombe-live_5X_control_1_MMStack_Pos6_MIP,0,2,08262025_Taka_pombe-live,control,5X,yTAS1253,3313568,138.0,182.0,677.0,264.0
1858.0,98.0,495.0,0.423,75,93,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,312.0
1856.0,96.0,493.0,0.443,75,93,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,310.0
1841.1593,100.018,703.5,0.516,75,93,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,520.5
1829.1451,75.3583,576.04,0.563,75,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,393.03999999999996
1796.135,190.8628,720.71,0.556,79,90,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,537.71
1763.0,621.0,484.0,0.361,80,89,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,301.0
1714.7944,1105.2169,398.65,0.442,78,88,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,215.64999999999998
1626.8842,11.8653,862.71,0.66,75,84,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,679.71
1564.0,1513.0,294.0,0.326,67,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,111.0
1490.0,1991.0,303.0,0.36,70,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,120.0
1480.3575,1543.5928,1845.36,0.536,67,78,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1662.36
1476.0,1544.0,1584.0,0.35,67,78,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1401.0
1469.0792,1572.6225,1251.85,0.499,67,78,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1068.85
1463.0715,1571.2465,1341.32,0.612,67,78,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1158.32
1461.0,1991.0,368.0,0.409,70,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,185.0
1451.0,1999.0,536.0,0.36,70,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,353.0
1445.0,1997.0,583.0,0.4,70,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,400.0
1404.5552,708.3083,2679.39,0.759,63,76,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,2496.39
1400.0683,29.1575,342.14,0.41,62,77,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,159.14
1391.9308,705.1946,5630.76,0.86,63,76,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,5447.76
1390.9421,236.1129,448.43,0.627,65,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,265.43
1375.99,689.1388,2431.17,0.806,63,76,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,2248.17
1295.0192,1628.1043,499.65,0.653,61,73,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,316.65
1286.2633,91.8257,754.23,0.513,62,72,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,571.23
1285.0,70.0,641.0,0.428,62,72,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,458.0
1281.0,70.0,655.0,0.426,62,72,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,472.0
1279.0,90.0,722.0,0.443,62,72,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,539.0
1277.0,75.0,606.0,0.372,62,72,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,423.0
1231.0,1491.0,464.0,0.338,56,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,281.0
1204.0732,702.6388,1463.31,0.523,59,69,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1280.31
1200.9597,682.7126,953.71,0.514,59,69,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,770.71
1174.1235,699.634,645.12,0.539,59,69,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,462.12
1168.4967,1743.5638,948.32,0.565,51,68,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,765.32
1164.1731,405.0579,2113.74,0.644,52,66,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1930.7399999999998
1082.0,1741.0,701.0,0.318,51,62,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,518.0
1018.7511,1384.5617,616.55,0.54,48,57,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,433.54999999999995
1001.9732,1386.9915,645.26,0.657,48,57,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,462.26
992.0,426.0,874.0,0.471,46,56,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,691.0
982.0,404.0,627.0,0.393,46,56,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,444.0
980.0,411.0,700.0,0.424,46,56,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,517.0
975.7561,318.1256,2178.25,0.772,43,54,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1995.25
948.0,338.0,580.0,0.358,41,54,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,397.0
935.0,312.0,549.0,0.372,43,54,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,366.0
859.8681,1330.7714,550.51,0.382,39,49,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,367.51
834.0,1382.0,365.0,0.343,39,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,182.0
829.0,1359.0,442.0,0.378,39,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,259.0
772.0,888.0,562.0,0.388,36,46,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,379.0
760.8649,879.1574,845.24,0.419,36,46,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,662.24
755.8365,900.637,726.03,0.44,36,46,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,543.03
756.2145,888.0336,1151.89,0.533,36,46,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,968.8900000000001
695.0747,253.2931,540.9,0.439,35,44,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,357.9
662.4671,617.8464,544.61,0.444,30,39,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,361.61
630.0453,1173.1086,1128.22,0.817,32,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,945.22
623.9138,1217.8318,748.94,0.634,32,37,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,565.94
606.1948,1211.7081,1442.95,0.549,32,37,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1259.95
510.0,765.0,1110.0,0.319,24,32,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,927.0
496.7076,1860.1987,1359.89,0.543,26,31,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1176.89
496.0,753.0,1545.0,0.375,24,32,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1362.0
478.9608,1061.3863,1924.53,0.737,22,30,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1741.53
412.0,797.0,1057.0,0.478,21,27,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,874.0
412.0,792.0,758.0,0.387,21,27,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,575.0
409.8719,798.9613,1084.67,0.583,21,27,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,901.6700000000001
405.0,787.0,599.0,0.305,21,27,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,416.0
399.4092,782.8445,751.94,0.453,21,27,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,568.94
186.0,801.0,324.0,0.412,12,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,141.0
177.2215,1501.3992,557.85,0.452,10,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,374.85
123.8427,118.2466,929.58,0.579,8,8,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,746.58
85.2564,1516.7188,414.03,0.436,2,4,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,231.02999999999997
82.0,1521.0,366.0,0.395,2,4,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,183.0
57.9866,1930.1682,1334.22,0.698,3,3,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,1151.22
49.0,1946.0,881.0,0.35,3,3,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,698.0
46.6762,1949.1959,983.87,0.662,3,3,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,800.87
1.9637,47.8313,517.16,0.436,1,1,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,1,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,183.0,255.0,1530.0,334.15999999999997
1859.0,1045.0,337.0,0.381,82,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,197.0
1461.0,1575.0,376.0,0.356,67,78,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,236.0
1367.0,1377.0,564.0,0.353,66,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,424.0
1359.0,1372.0,505.0,0.305,66,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,365.0
1335.0,1509.0,306.0,0.375,56,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,166.0
1185.0,1256.0,401.0,0.347,55,67,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,261.0
1178.0,1492.0,291.0,0.307,56,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,151.0
1176.0,1494.0,306.0,0.301,56,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,166.0
1112.0,1355.0,281.0,0.417,54,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,141.0
975.7592,320.3849,281.73,0.446,41,54,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,141.73000000000002
975.0,267.0,261.0,0.312,43,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,121.0
870.0,1339.0,476.0,0.423,39,49,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,336.0
859.0,1351.0,389.0,0.393,39,49,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,249.0
821.0,1232.0,430.0,0.411,38,48,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,290.0
353.0,1625.0,259.0,0.315,7,0,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,119.0
350.0,1388.0,406.0,0.384,20,24,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,266.0
209.0,1521.0,339.0,0.355,10,13,08262025_Taka_pombe-live_5X_ecDNA_1_MMStack_Pos7_MIP,1,2,08262025_Taka_pombe-live,ecDNA,5X,yTAS1201,3203077,140.0,183.0,1043.0,199.0
1985.0,456.0,308.0,0.307,67,0,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,124.0
1980.0,133.0,458.0,0.416,71,87,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,274.0
1934.0,62.0,602.0,0.423,68,84,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,418.0
1931.0,58.0,639.0,0.354,68,84,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,455.0
1929.0,73.0,706.0,0.409,68,84,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,522.0
1927.2308,69.4746,736.11,0.571,68,84,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,552.11
1926.0,53.0,702.0,0.313,68,84,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,518.0
1924.4152,48.6695,708.12,0.522,68,84,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,524.12
1922.0,53.0,685.0,0.343,68,84,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,501.0
1917.7273,562.5484,418.34,0.405,67,81,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,234.33999999999997
1849.0,1200.0,365.0,0.37,66,79,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,181.0
1630.9929,900.994,873.61,0.676,62,73,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,689.61
1487.0,1117.0,366.0,0.4,56,0,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,182.0
1438.0,1766.0,327.0,0.369,53,0,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,143.0
1397.0,1806.0,826.0,0.377,53,0,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,642.0
1393.9221,1803.4633,1081.05,0.602,53,0,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,897.05
1389.923,1761.4564,361.97,0.413,53,66,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,177.97000000000003
1384.3083,445.2756,454.91,0.459,55,65,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,270.91
1379.0,555.0,340.0,0.383,54,0,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,156.0
1352.0,471.0,376.0,0.379,54,0,08262025_Taka_pombe-live_3X_ecDNA_1_MMStack_Pos5_MIP,2,1,08262025_Taka_pombe-live,ecDNA,3X,yTAS1201,3236761,184.0,240.0,2064.0,192.0
