experiment,base_name,image_index,nuc_ID,cell_ID,assigned,channel,n_spots_nuclear,n_spots_cyto,n_spots_total,group,cell_density,strain
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,23,18,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,25,19,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,25,19,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,24,20,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,24,20,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,28,21,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,28,21,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,26,22,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,26,22,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,27,22,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,27,22,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,29,23,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,29,23,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,34,24,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,34,24,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,32,25,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,32,25,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,31,26,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,31,26,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,33,27,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,33,27,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,35,28,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,35,28,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,36,30,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,36,30,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,37,31,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,37,31,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,38,32,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,38,32,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,40,33,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,40,33,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,43,33,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,43,33,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,41,34,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,41,34,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,39,35,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,39,35,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,42,36,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,42,36,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,44,37,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,44,37,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,45,38,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,45,38,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,47,39,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,47,39,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,48,40,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,48,40,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,46,42,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,46,42,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,49,43,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,49,43,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,50,44,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,50,44,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,51,45,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,51,45,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,55,45,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,55,45,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,52,46,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,52,46,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,54,47,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,54,47,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,53,48,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,53,48,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,56,49,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,56,49,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,57,50,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,57,50,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,58,53,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,58,53,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,59,54,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,59,54,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,60,55,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,60,55,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,62,56,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,62,56,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,61,57,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,61,57,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,63,58,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,63,58,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,64,59,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,64,59,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,65,60,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,65,60,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,66,61,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,66,61,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,67,62,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,67,62,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,1,1,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,1,1,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,2,2,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,2,2,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,3,3,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,3,3,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,4,4,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,4,4,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,5,5,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,5,5,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,6,5,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,6,5,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,7,6,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,7,6,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,8,8,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,8,8,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,9,9,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,9,9,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,19,9,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,19,9,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,16,10,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,16,10,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,10,11,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,10,11,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,12,12,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,12,12,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,15,13,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,15,13,True,2,1,0,1,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,13,14,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,13,14,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,14,15,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,14,15,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,17,16,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,17,16,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,18,17,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,18,17,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,20,18,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,20,18,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,21,19,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,21,19,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,22,20,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,22,20,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,23,21,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,23,21,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,28,22,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,28,22,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,27,23,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,27,23,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,26,24,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,26,24,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,32,24,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,32,24,True,2,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,24,25,True,1,0,0,0,control,3X,yTAS1253
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,24,25,True,2,0,0,0,control,3X,yTAS1253
