experiment,base_name,image_index,cell_ID,n_nuclei
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,38,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,39,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,40,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,42,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,43,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,44,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,45,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,46,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,47,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,48,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,49,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,50,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,53,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,54,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,55,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,56,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,57,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,58,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,59,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,60,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,61,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos0_MIP,27,62,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,1,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,2,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,3,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,4,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,5,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,6,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,8,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,9,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,10,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,11,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,12,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,13,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,14,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,15,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,16,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,17,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,18,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,19,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,20,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,21,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,22,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,23,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,24,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,25,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,26,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,27,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,28,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,29,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,30,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,31,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,32,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,33,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,34,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,35,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,36,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,37,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,38,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,39,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,40,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,41,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,42,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,43,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,44,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,45,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,46,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,47,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,48,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,49,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,50,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,51,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,52,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,53,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,54,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,55,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,56,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,57,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,58,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,59,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,61,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,62,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,63,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,64,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,65,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,66,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,67,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,68,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,69,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,70,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,71,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,72,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,73,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,74,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,75,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,77,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos1_MIP,29,78,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,1,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,2,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,3,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,4,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,5,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,6,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,7,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,8,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,9,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,10,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,11,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,12,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,13,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,14,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,15,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,16,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,17,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,18,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,19,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,20,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,21,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,22,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,23,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,24,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,25,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,26,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,27,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,28,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,29,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,30,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,31,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,32,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,33,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,34,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,35,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,36,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,37,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,38,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,39,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,40,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,41,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,42,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,43,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,44,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,45,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,46,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,47,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,48,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,49,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,50,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,51,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,53,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,54,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,55,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,56,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,57,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,59,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,60,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,61,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,62,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,63,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,64,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,65,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,66,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos2_MIP,22,67,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,1,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,2,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,3,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,4,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,5,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,6,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,7,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,9,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,10,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,11,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,12,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,13,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,14,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,16,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,17,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,18,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,19,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,20,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,21,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,22,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,23,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,24,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,25,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,26,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,27,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,28,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,29,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,30,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,31,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,32,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,33,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,34,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,35,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,36,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,37,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,38,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,39,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,40,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,41,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,42,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,43,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,44,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,45,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,46,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,47,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,48,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,49,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,50,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,51,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,52,2
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,53,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,54,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,55,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,56,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,57,1
08262025_Taka_pombe-live,08262025_Taka_pombe-live_3X_control_1_MMStack_Pos3_MIP,16,58,1
