experiment,base_name,ROI,channel,spot_count,plasmid
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,17,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,18,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,19,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,20,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,21,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,22,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,23,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,24,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,25,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,26,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,27,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,28,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,29,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,30,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,31,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,32,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,33,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,34,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,35,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,36,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,37,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,38,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,39,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,40,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,41,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,42,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,43,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,44,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,45,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,46,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,47,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,48,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,49,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,50,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,51,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,52,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,53,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,54,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,55,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,56,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,57,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,58,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,59,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,60,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,61,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,62,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,63,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,64,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,65,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,66,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,67,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,68,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,69,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,70,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,71,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,72,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,73,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,74,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,75,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,76,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,77,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,78,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,79,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,80,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,81,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,82,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,83,3,4,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,84,3,4,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,85,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,86,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-000_001_MIP,87,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,1,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,2,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,3,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,4,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,5,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,6,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,7,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,8,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,9,3,1,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,10,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,11,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,12,3,1,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,13,3,1,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,14,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,15,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,16,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,17,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,18,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,19,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,20,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,21,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,22,3,1,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,23,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,24,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,25,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,26,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,27,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,28,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,29,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,30,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,31,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,32,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,33,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,34,3,1,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,35,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,36,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,37,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,38,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,39,3,2,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,40,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,41,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,42,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,43,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,44,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,45,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,46,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,47,3,1,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,48,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,49,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,50,3,1,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,51,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,52,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,53,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,54,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,55,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,56,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,57,3,2,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,58,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,59,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,60,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,61,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,62,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,63,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,64,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,65,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,66,3,0,NT-GFP_Cen8-ZF4b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen8-ZF4b_2_MMStack_Pos-11-001_001_MIP,67,3,0,NT-GFP_Cen8-ZF4b
