experiment,base_name,ROI,channel,spot_count,plasmid
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,74,3,1,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,75,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,76,3,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,77,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,78,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,79,3,0,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,80,3,1,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,81,3,1,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,82,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,83,3,1,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,84,3,6,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,85,3,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,86,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,87,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,88,3,1,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,89,3,4,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,90,3,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,91,3,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,92,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,93,3,5,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,94,3,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,95,3,0,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,96,3,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,97,3,1,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_002_MIP,98,3,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,1,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,2,3,0,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,3,3,0,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,4,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,5,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,6,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,7,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,8,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,9,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,10,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,11,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,12,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,13,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,14,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,15,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,16,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,17,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,18,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,19,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,20,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,21,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,22,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,23,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,24,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,25,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,26,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,27,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,28,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,29,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,30,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,31,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,32,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,33,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,34,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,35,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,36,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,37,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,38,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,39,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,40,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,41,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,42,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,43,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,44,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,45,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,46,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,47,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,48,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,49,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,50,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,51,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,52,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,53,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,54,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,55,3,0,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,56,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,57,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,58,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,59,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,60,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,61,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,62,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,63,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,64,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,65,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,66,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,67,3,1,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,68,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,69,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,70,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,71,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,72,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,73,3,5,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,74,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,75,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,76,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,77,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,78,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,79,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,80,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,81,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,82,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,83,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,84,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,85,3,3,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen1-ZF1c_1_MMStack_Pos-8-002_002_MIP,86,3,2,NT-GFP_Cen1-ZF1c
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,1,2,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,2,2,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,3,2,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,4,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,5,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,6,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,7,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,8,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,9,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,10,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,11,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,12,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,13,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,14,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,15,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,16,2,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,17,2,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,18,2,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,19,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,20,2,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,21,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,22,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,23,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,24,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,25,2,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,26,2,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-001_000_MIP,27,2,2,NT-GFP_Cen7-ZF1g
