experiment,base_name,ROI,channel,x,y,intensity,probability,plasmid,median,maxima,sbr,rel_intensity,rel_sbr,real_spot
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_utx_1_MMStack_Pos6_MIP,15,2,1071,346,251.0,0.303,none,186.0,294,1.3494623655913978,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_utx_1_MMStack_Pos6_MIP,16,2,548,299,197.36,0.465,none,160.0,250,1.2335,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_utx_1_MMStack_Pos6_MIP,7,2,1891,160,179.37,0.5,none,127.0,228,1.4123622047244095,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,79,2,1599,1909,1151.0,0.48,NT-GFP_Cen17-ZF1a,732.0,1649,1.5724043715846994,0.7029522774188032,0.7029522774188031,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,79,2,1654,1898,1637.38,0.513,NT-GFP_Cen17-ZF1a,732.0,1649,2.236857923497268,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,73,2,1283,1869,4544.76,0.736,NT-GFP_Cen17-ZF1a,1487.0,4618,3.056328177538669,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,73,2,1322,1785,4399.1,0.647,NT-GFP_Cen17-ZF1a,1487.0,4618,2.9583725622057835,0.9679499027451395,0.9679499027451394,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,69,2,1140,1751,7948.5599999999995,0.475,NT-GFP_Cen17-ZF1a,5191.0,8729,1.5312194182238488,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,69,2,1197,1704,6575.19,0.475,NT-GFP_Cen17-ZF1a,5191.0,8729,1.2666518975149297,0.8272177601980736,0.8272177601980737,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,53,2,1929,1379,2138.79,0.49,NT-GFP_Cen17-ZF1a,1219.0,2288,1.7545447087776866,0.9598389789434002,0.9598389789434003,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,53,2,1882,1325,2228.28,0.539,NT-GFP_Cen17-ZF1a,1219.0,2288,1.8279573420836752,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,48,2,588,1368,2194.57,0.523,NT-GFP_Cen17-ZF1a,1555.0,8902,1.411299035369775,0.3850906500270231,0.38509065002702303,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,48,2,549,1271,5698.84,0.534,NT-GFP_Cen17-ZF1a,1555.0,8902,3.664848874598071,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,36,2,1469,1085,2214.14,0.506,NT-GFP_Cen17-ZF1a,829.0,2375,2.670856453558504,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,36,2,1443,1075,2023.0,0.303,NT-GFP_Cen17-ZF1a,829.0,2375,2.4402895054282268,0.9136730288057666,0.9136730288057666,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,36,2,1418,1015,1388.0,0.413,NT-GFP_Cen17-ZF1a,829.0,2375,1.6743063932448734,0.6268799624233337,0.6268799624233337,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,36,2,1448,978,1968.15,0.517,NT-GFP_Cen17-ZF1a,829.0,2375,2.374125452352232,0.8889004308670636,0.8889004308670636,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,38,2,736,1003,6900.0,0.305,NT-GFP_Cen17-ZF1a,6749.5,13938,1.0222979479961478,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,32,2,809,994,1165.0,0.369,NT-GFP_Cen17-ZF1a,635.0,1749,1.8346456692913387,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,29,2,448,841,3068.0,0.34,NT-GFP_Cen17-ZF1a,1884.0,3184,1.6284501061571126,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,28,2,1195,803,51556.0,0.402,NT-GFP_Cen17-ZF1a,32197.0,55093,1.6012671988073424,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,28,2,1169,767,40805.0,0.33,NT-GFP_Cen17-ZF1a,32197.0,55093,1.267354101313787,0.7914694700907751,0.7914694700907751,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,26,2,911,803,4737.0,0.346,NT-GFP_Cen17-ZF1a,3544.0,6819,1.3366252821670428,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,21,2,2041,679,8256.34,0.486,NT-GFP_Cen17-ZF1a,3350.0,8265,2.464579104477612,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,14,2,1224,601,7893.0,0.313,NT-GFP_Cen17-ZF1a,5453.0,9278,1.4474601136988814,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,17,2,1472,585,2461.0,0.471,NT-GFP_Cen17-ZF1a,2056.0,3671,1.1969844357976653,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,17,2,1456,574,1916.0,0.36,NT-GFP_Cen17-ZF1a,2056.0,3671,0.9319066147859922,0.7785453067858594,0.7785453067858594,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,9,2,1853,434,5085.16,0.718,NT-GFP_Cen17-ZF1a,1539.0,5091,3.3041975308641973,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,9,2,1831,410,3205.0,0.409,NT-GFP_Cen17-ZF1a,1539.0,5091,2.0825211176088367,0.630265321051845,0.630265321051845,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen17-ZF1a_1_MMStack_Pos9_MIP,6,2,704,255,4603.0,0.358,NT-GFP_Cen17-ZF1a,3313.5,5645,1.3891655349328504,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,115,2,580,2040,3062.0,0.33,NT-GFP_Cen18-ZF1e,1424.0,3062,2.1502808988764044,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,115,2,551,2026,1656.0,0.314,NT-GFP_Cen18-ZF1e,1424.0,3062,1.1629213483146068,0.5408229915088177,0.5408229915088179,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,117,2,1903,2029,1795.1799999999998,0.557,NT-GFP_Cen18-ZF1e,915.0,1880,1.9619453551912567,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,114,2,1378,1993,405.0,0.391,NT-GFP_Cen18-ZF1e,186.0,480,2.1774193548387095,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,109,2,974,1938,13972.22,0.489,NT-GFP_Cen18-ZF1e,5174.5,14336,2.7002067832640835,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,103,2,464,1776,1386.0,0.4,NT-GFP_Cen18-ZF1e,649.0,1386,2.135593220338983,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,103,2,530,1762,1046.0,0.336,NT-GFP_Cen18-ZF1e,649.0,1386,1.6117103235747303,0.7546897546897547,0.7546897546897546,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,98,2,761,1761,2116.0,0.312,NT-GFP_Cen18-ZF1e,1651.0,3311,1.2816474863718958,0.9574660633484163,0.9574660633484162,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,98,2,859,1737,2210.0,0.343,NT-GFP_Cen18-ZF1e,1651.0,3311,1.3385826771653544,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,84,2,1713,1515,394.76,0.488,NT-GFP_Cen18-ZF1e,185.0,415,2.133837837837838,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,81,2,892,1453,692.0,0.409,NT-GFP_Cen18-ZF1e,276.0,718,2.5072463768115942,0.9829545454545454,0.9829545454545455,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,81,2,876,1437,704.0,0.436,NT-GFP_Cen18-ZF1e,276.0,718,2.550724637681159,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,76,2,683,1365,704.0,0.44,NT-GFP_Cen18-ZF1e,302.0,783,2.3311258278145695,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,63,2,405,1092,569.05,0.464,NT-GFP_Cen18-ZF1e,471.0,1502,1.2081740976645434,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,57,2,1297,1057,3140.04,0.473,NT-GFP_Cen18-ZF1e,2901.0,5403,1.0823991726990694,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,61,2,1212,1055,6399.55,0.712,NT-GFP_Cen18-ZF1e,3595.5,6488,1.7798776248087889,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,61,2,1193,985,6239.32,0.62,NT-GFP_Cen18-ZF1e,3595.5,6488,1.7353135864274787,0.9749623020368618,0.9749623020368618,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,60,2,814,1049,2700.0,0.314,NT-GFP_Cen18-ZF1e,1412.0,2964,1.9121813031161472,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,60,2,836,1012,2370.0,0.383,NT-GFP_Cen18-ZF1e,1412.0,2964,1.678470254957507,0.8777777777777778,0.8777777777777778,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,60,2,794,987,2362.0,0.383,NT-GFP_Cen18-ZF1e,1412.0,2964,1.6728045325779037,0.8748148148148148,0.8748148148148149,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,59,2,1955,1041,20201.0,0.305,NT-GFP_Cen18-ZF1e,17301.0,35330,1.1676203687648112,0.5775202508029135,0.5775202508029136,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,59,2,2000,998,34978.86,0.595,NT-GFP_Cen18-ZF1e,17301.0,35330,2.021782555921623,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,51,2,820,944,1772.0,0.331,NT-GFP_Cen18-ZF1e,1493.0,2950,1.1868720696584059,0.618499127399651,0.618499127399651,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,51,2,817,866,2865.0,0.347,NT-GFP_Cen18-ZF1e,1493.0,2950,1.9189551239115874,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,50,2,1212,940,19471.97,0.494,NT-GFP_Cen18-ZF1e,12436.0,21781,1.5657743647475073,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,50,2,1134,886,13891.0,0.307,NT-GFP_Cen18-ZF1e,12436.0,21781,1.1169990350595047,0.7133844187311299,0.7133844187311299,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,50,2,1236,867,16461.0,0.418,NT-GFP_Cen18-ZF1e,12436.0,21781,1.3236571244773239,0.8453690099152782,0.8453690099152782,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,55,2,253,934,720.4300000000001,0.525,NT-GFP_Cen18-ZF1e,350.0,749,2.0583714285714287,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,52,2,423,911,10179.0,0.467,NT-GFP_Cen18-ZF1e,9098.0,19808,1.118817322488459,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,48,2,1598,903,5995.0,0.409,NT-GFP_Cen18-ZF1e,3490.0,6570,1.7177650429799427,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,54,2,1443,891,1043.0,0.422,NT-GFP_Cen18-ZF1e,680.0,1362,1.5338235294117648,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,49,2,688,836,2858.0,0.32,NT-GFP_Cen18-ZF1e,1611.0,2911,1.7740533829919305,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,49,2,709,834,2557.38,0.487,NT-GFP_Cen18-ZF1e,1611.0,2911,1.5874487895716947,0.89481455563331,0.89481455563331,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,45,2,1353,829,3366.0,0.363,NT-GFP_Cen18-ZF1e,2827.0,5663,1.1906614785992218,0.8077753779697624,0.8077753779697624,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,45,2,1250,787,4167.0,0.367,NT-GFP_Cen18-ZF1e,2827.0,5663,1.4740007074637425,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,41,2,1434,780,1015.0,0.463,NT-GFP_Cen18-ZF1e,671.0,1527,1.5126676602086437,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,40,2,759,729,3322.0,0.463,NT-GFP_Cen18-ZF1e,2550.0,5112,1.3027450980392157,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,40,2,817,653,2064.0,0.327,NT-GFP_Cen18-ZF1e,2550.0,5112,0.8094117647058824,0.621312462372065,0.621312462372065,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,40,2,746,648,2954.0,0.345,NT-GFP_Cen18-ZF1e,2550.0,5112,1.1584313725490196,0.8892233594220349,0.8892233594220349,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,39,2,483,686,4736.0,0.319,NT-GFP_Cen18-ZF1e,3961.0,6722,1.1956576622065136,0.7605380935481125,0.7605380935481126,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,39,2,431,672,6218.04,0.472,NT-GFP_Cen18-ZF1e,3961.0,6722,1.5698157031052764,0.9985338444269226,0.9985338444269226,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,39,2,423,660,6227.17,0.483,NT-GFP_Cen18-ZF1e,3961.0,6722,1.572120676596819,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,32,2,450,619,6879.0,0.432,NT-GFP_Cen18-ZF1e,3506.0,7142,1.962065031374786,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,36,2,1797,597,487.69000000000005,0.494,NT-GFP_Cen18-ZF1e,199.0,544,2.45070351758794,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,29,2,186,564,25481.0,0.341,NT-GFP_Cen18-ZF1e,11122.0,25481,2.291044776119403,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,20,2,771,449,3831.0,0.373,NT-GFP_Cen18-ZF1e,2702.0,5280,1.4178386380458918,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,20,2,798,433,2460.0,0.443,NT-GFP_Cen18-ZF1e,2702.0,5280,0.9104367135455218,0.6421299921691465,0.6421299921691465,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,14,2,738,324,3825.0,0.45,NT-GFP_Cen18-ZF1e,2413.0,4256,1.5851636966431828,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,9,2,106,244,567.5,0.477,NT-GFP_Cen18-ZF1e,341.0,596,1.6642228739002933,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen18-ZF1e_1_MMStack_Pos3_MIP,7,2,1402,126,1082.0,0.316,NT-GFP_Cen18-ZF1e,649.0,1083,1.6671802773497688,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,148,2,184,2043,2084.02,0.695,NT-GFP_Cen19-ZF1c,404.0,2134,5.158465346534653,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,148,2,174,2015,734.76,0.543,NT-GFP_Cen19-ZF1c,404.0,2134,1.8187128712871288,0.3525685933916181,0.35256859339161817,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,147,2,1293,2034,2301.41,0.82,NT-GFP_Cen19-ZF1c,427.0,2349,5.389718969555035,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,145,2,678,2010,468.0,0.303,NT-GFP_Cen19-ZF1c,271.0,468,1.7269372693726937,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,137,2,443,1893,957.69,0.616,NT-GFP_Cen19-ZF1c,291.0,970,3.2910309278350516,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,142,2,1385,1860,384.84000000000003,0.478,NT-GFP_Cen19-ZF1c,247.0,397,1.5580566801619435,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,136,2,44,1822,1134.15,0.754,NT-GFP_Cen19-ZF1c,299.0,1153,3.7931438127090304,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,131,2,953,1752,7111.64,0.784,NT-GFP_Cen19-ZF1c,2758.0,7259,2.5785496736765774,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,131,2,932,1722,4984.26,0.549,NT-GFP_Cen19-ZF1c,2758.0,7259,1.8072008701957942,0.7008594360794416,0.7008594360794416,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,130,2,185,1746,421.75,0.482,NT-GFP_Cen19-ZF1c,294.0,465,1.4345238095238095,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,133,2,432,1738,681.0,0.349,NT-GFP_Cen19-ZF1c,570.0,1093,1.194736842105263,0.6424346480759978,0.6424346480759978,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,133,2,402,1696,1060.03,0.49,NT-GFP_Cen19-ZF1c,570.0,1093,1.8597017543859649,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,126,2,426,1676,1029.79,0.512,NT-GFP_Cen19-ZF1c,558.0,1082,1.8455017921146952,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,126,2,366,1670,774.0,0.46,NT-GFP_Cen19-ZF1c,558.0,1082,1.3870967741935485,0.7516095514619486,0.7516095514619486,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,126,2,425,1669,879.0,0.45,NT-GFP_Cen19-ZF1c,558.0,1082,1.575268817204301,0.8535720875129881,0.8535720875129881,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,126,2,386,1637,955.03,0.46,NT-GFP_Cen19-ZF1c,558.0,1082,1.7115232974910395,0.9274026743316599,0.9274026743316599,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,126,2,343,1604,651.0,0.311,NT-GFP_Cen19-ZF1c,558.0,1082,1.1666666666666667,0.6321677235164451,0.6321677235164452,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen19-ZF1c_1_MMStack_Pos11_MIP,127,2,574,1644,725.3800000000001,0.638,NT-GFP_Cen19-ZF1c,343.0,748,2.1148104956268226,1.0,1.0,Yes
