experiment,base_name,ROI,channel,x,y,intensity,probability,plasmid,median,maxima,sbr,rel_intensity,rel_sbr,real_spot
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,206,1080,7044.0,0.333,NT-GFP_Cen21-ZF1c,5145.0,12065,1.3690962099125363,0.5942829373978101,0.5942829373978101,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,198,1069,8309.35,0.533,NT-GFP_Cen21-ZF1c,5145.0,12065,1.6150340136054422,0.7010370422865551,0.7010370422865551,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,238,1043,10773.35,0.499,NT-GFP_Cen21-ZF1c,5145.0,12065,2.093945578231293,0.9089179562201445,0.9089179562201447,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,219,1042,8067.74,0.482,NT-GFP_Cen21-ZF1c,5145.0,12065,1.5680738581146745,0.6806530700400069,0.680653070040007,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,264,1035,10222.34,0.476,NT-GFP_Cen21-ZF1c,5145.0,12065,1.986849368318756,0.8624307555762536,0.8624307555762537,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,228,1030,11234.79,0.525,NT-GFP_Cen21-ZF1c,5145.0,12065,2.1836326530612244,0.947848381920435,0.947848381920435,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,251,1016,11852.94,0.508,NT-GFP_Cen21-ZF1c,5145.0,12065,2.3037784256559766,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,45,2,246,1003,11077.77,0.541,NT-GFP_Cen21-ZF1c,5145.0,12065,2.153113702623907,0.9346010356924105,0.9346010356924106,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1101,1072,36884.86,0.491,NT-GFP_Cen21-ZF1c,26633.5,55599,1.3849047252520323,0.6665525773464149,0.6665525773464149,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1091,1071,47348.5,0.585,NT-GFP_Cen21-ZF1c,26633.5,55599,1.7777798637054838,0.8556427951329278,0.8556427951329278,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1082,1031,52478.64,0.502,NT-GFP_Cen21-ZF1c,26633.5,55599,1.9703996846077307,0.9483504274554563,0.9483504274554562,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1059,1015,45933.56,0.482,NT-GFP_Cen21-ZF1c,26633.5,55599,1.7246535378376855,0.8300731737817681,0.830073173781768,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1099,1012,42595.0,0.364,NT-GFP_Cen21-ZF1c,26633.5,55599,1.599301631404059,0.7697414882981946,0.7697414882981944,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1078,1009,47328.0,0.439,NT-GFP_Cen21-ZF1c,26633.5,55599,1.7770101563820002,0.855272336146894,0.855272336146894,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1089,1000,55336.76,0.509,NT-GFP_Cen21-ZF1c,26633.5,55599,2.0777126551147993,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,46,2,1128,970,44537.12,0.654,NT-GFP_Cen21-ZF1c,26633.5,55599,1.6722218258959582,0.8048378690765415,0.8048378690765415,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,40,2,74,1069,2182.96,0.47,NT-GFP_Cen21-ZF1c,1412.0,3282,1.5460056657223795,0.6651310176721511,0.6651310176721511,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,40,2,84,1041,2564.0,0.411,NT-GFP_Cen21-ZF1c,1412.0,3282,1.8158640226628895,0.7812309567336989,0.781230956733699,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,40,2,36,1020,2282.0,0.42,NT-GFP_Cen21-ZF1c,1412.0,3282,1.6161473087818696,0.6953077391834247,0.6953077391834248,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,40,2,55,1015,2840.0,0.356,NT-GFP_Cen21-ZF1c,1412.0,3282,2.011331444759207,0.8653260207190737,0.8653260207190739,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,40,2,45,977,3282.0,0.417,NT-GFP_Cen21-ZF1c,1412.0,3282,2.3243626062322944,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,40,2,96,950,2974.79,0.48,NT-GFP_Cen21-ZF1c,1412.0,3282,2.1067917847025495,0.9063954905545399,0.9063954905545399,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,43,2,1699,1021,2276.74,0.503,NT-GFP_Cen21-ZF1c,1472.0,2640,1.5466983695652172,0.8646942650968477,0.8646942650968475,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,43,2,1717,994,2275.01,0.476,NT-GFP_Cen21-ZF1c,1472.0,2640,1.5455230978260872,0.8640372199012534,0.8640372199012535,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,43,2,1835,975,2633.0,0.447,NT-GFP_Cen21-ZF1c,1472.0,2640,1.7887228260869565,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,43,2,1814,955,2486.32,0.487,NT-GFP_Cen21-ZF1c,1472.0,2640,1.6890760869565218,0.9442916824914547,0.9442916824914547,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1549,1014,8336.0,0.404,NT-GFP_Cen21-ZF1c,4795.0,13074,1.7384775808133472,0.6524024076904595,0.6524024076904594,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1567,1007,10558.76,0.525,NT-GFP_Cen21-ZF1c,4795.0,13074,2.2020354535974973,0.8263628174455034,0.8263628174455033,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1531,1005,11271.89,0.56,NT-GFP_Cen21-ZF1c,4795.0,13074,2.350759124087591,0.8821746851274008,0.8821746851274007,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1593,988,10265.05,0.517,NT-GFP_Cen21-ZF1c,4795.0,13074,2.1407820646506774,0.8033761198492023,0.8033761198492022,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1587,970,9644.0,0.383,NT-GFP_Cen21-ZF1c,4795.0,13074,2.01126173096976,0.7547707317378589,0.7547707317378588,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1601,969,8272.64,0.492,NT-GFP_Cen21-ZF1c,4795.0,13074,1.7252638164754952,0.647443648507246,0.6474436485072459,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1584,965,12777.39,0.541,NT-GFP_Cen21-ZF1c,4795.0,13074,2.6647320125130345,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,44,2,1516,961,10849.61,0.63,NT-GFP_Cen21-ZF1c,4795.0,13074,2.262692387904067,0.8491256821620066,0.8491256821620066,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,42,2,828,1001,32236.0,0.35,NT-GFP_Cen21-ZF1c,23745.0,61666,1.3575910718045905,0.5293883967772274,0.5293883967772275,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,42,2,850,990,38783.74,0.51,NT-GFP_Cen21-ZF1c,23745.0,61666,1.633343440724363,0.6369171714736576,0.6369171714736576,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,42,2,839,984,60892.91,0.63,NT-GFP_Cen21-ZF1c,23745.0,61666,2.5644518846072857,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,42,2,843,975,46766.3,0.504,NT-GFP_Cen21-ZF1c,23745.0,61666,1.9695220046325543,0.7680089521095314,0.7680089521095314,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,42,2,851,968,55110.88,0.695,NT-GFP_Cen21-ZF1c,23745.0,61666,2.3209467256264475,0.905045924065708,0.9050459240657082,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,42,2,800,967,31483.86,0.494,NT-GFP_Cen21-ZF1c,23745.0,61666,1.3259153506001264,0.5170365482615299,0.51703654826153,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,36,2,1918,838,52752.82,0.726,NT-GFP_Cen21-ZF1c,15292.0,53174,3.449700496991891,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,36,2,1897,819,36707.99,0.487,NT-GFP_Cen21-ZF1c,15292.0,53174,2.4004701804865287,0.6958488664681812,0.6958488664681812,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,36,2,1888,810,45522.52,0.513,NT-GFP_Cen21-ZF1c,15292.0,53174,2.976884645566309,0.8629400286088971,0.8629400286088971,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,36,2,1907,781,46343.93,0.683,NT-GFP_Cen21-ZF1c,15292.0,53174,3.0305996599529164,0.8785109497463832,0.8785109497463832,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,33,2,1643,801,3458.5,0.54,NT-GFP_Cen21-ZF1c,2154.0,7322,1.6056174558960075,0.9892734553775744,0.9892734553775744,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,33,2,1670,789,3228.79,0.482,NT-GFP_Cen21-ZF1c,2154.0,7322,1.4989740018570101,0.9235669336384439,0.9235669336384439,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,33,2,1671,765,3496.0,0.412,NT-GFP_Cen21-ZF1c,2154.0,7322,1.6230269266480966,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,33,2,1633,739,2854.0,0.437,NT-GFP_Cen21-ZF1c,2154.0,7322,1.3249767873723306,0.8163615560640732,0.8163615560640732,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,35,2,269,799,8286.21,0.503,NT-GFP_Cen21-ZF1c,2955.0,9037,2.8041319796954314,0.9284997142633036,0.9284997142633036,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,35,2,306,798,7730.0,0.407,NT-GFP_Cen21-ZF1c,2955.0,9037,2.6159052453468696,0.8661743778223503,0.8661743778223502,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,35,2,279,796,8068.16,0.486,NT-GFP_Cen21-ZF1c,2955.0,9037,2.73034179357022,0.9040664253779008,0.9040664253779008,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,35,2,316,792,6986.0,0.459,NT-GFP_Cen21-ZF1c,2955.0,9037,2.364128595600677,0.7828064946270297,0.7828064946270296,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,35,2,303,786,8924.3,0.494,NT-GFP_Cen21-ZF1c,2955.0,9037,3.020067681895093,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,35,2,259,757,7635.48,0.606,NT-GFP_Cen21-ZF1c,2955.0,9037,2.583918781725888,0.8555830709411383,0.8555830709411383,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,37,2,1376,788,1528.0,0.324,NT-GFP_Cen21-ZF1c,1102.0,2031,1.3865698729582576,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,29,2,1598,730,3416.92,0.524,NT-GFP_Cen21-ZF1c,1604.0,4832,2.1302493765586035,0.7832104357154154,0.7832104357154155,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,29,2,1609,715,4362.71,0.52,NT-GFP_Cen21-ZF1c,1604.0,4832,2.7198940149625934,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,29,2,1558,672,4100.42,0.469,NT-GFP_Cen21-ZF1c,1604.0,4832,2.556371571072319,0.9398791118364503,0.9398791118364503,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,29,2,1576,619,3386.43,0.492,NT-GFP_Cen21-ZF1c,1604.0,4832,2.1112406483790522,0.776221660389987,0.776221660389987,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,30,2,1798,722,65178.0,0.501,NT-GFP_Cen21-ZF1c,33783.0,65178,1.9293135600745936,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,30,2,1795,707,65178.0,0.514,NT-GFP_Cen21-ZF1c,33783.0,65178,1.9293135600745936,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,30,2,1812,699,61662.84,0.516,NT-GFP_Cen21-ZF1c,33783.0,65178,1.825262410087914,0.9460683052563748,0.9460683052563749,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,30,2,1819,691,59653.68,0.506,NT-GFP_Cen21-ZF1c,33783.0,65178,1.7657898943255483,0.9152425665101721,0.9152425665101722,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,30,2,1791,690,58150.49,0.571,NT-GFP_Cen21-ZF1c,33783.0,65178,1.7212944380309623,0.8921797232194912,0.8921797232194912,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,30,2,1836,684,55422.29,0.516,NT-GFP_Cen21-ZF1c,33783.0,65178,1.640537844477992,0.8503220411795391,0.8503220411795391,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,30,2,1815,682,50966.0,0.316,NT-GFP_Cen21-ZF1c,33783.0,65178,1.5086286001835243,0.7819509650495566,0.7819509650495566,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1887,689,42385.72,0.569,NT-GFP_Cen21-ZF1c,28254.5,65178,1.5001405085915518,0.6503071588572832,0.6503071588572832,No
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1874,661,65003.08,0.733,NT-GFP_Cen21-ZF1c,28254.5,65178,2.3006275106620184,0.99731627236184,0.99731627236184,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1898,649,46322.0,0.38,NT-GFP_Cen21-ZF1c,28254.5,65178,1.639455661929958,0.7106999294240388,0.7106999294240388,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1947,617,63384.4,0.515,NT-GFP_Cen21-ZF1c,28254.5,65178,2.243338229308606,0.972481512166682,0.9724815121666822,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1949,609,62600.28,0.49,NT-GFP_Cen21-ZF1c,28254.5,65178,2.2155861898104727,0.9604510724477584,0.9604510724477585,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1879,603,65178.0,0.558,NT-GFP_Cen21-ZF1c,28254.5,65178,2.3068183829124562,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1931,603,49526.22,0.516,NT-GFP_Cen21-ZF1c,28254.5,65178,1.7528613141269533,0.7598609960416092,0.7598609960416093,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,27,2,1954,595,47015.0,0.449,NT-GFP_Cen21-ZF1c,28254.5,65178,1.6639827284149427,0.7213323514069164,0.7213323514069164,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,25,2,1170,629,8167.700000000001,0.676,NT-GFP_Cen21-ZF1c,3691.0,9472,2.212869141154159,0.9149260067860252,0.9149260067860253,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,25,2,1229,603,7994.129999999999,0.549,NT-GFP_Cen21-ZF1c,3691.0,9472,2.165843944730425,0.895483115029735,0.895483115029735,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,25,2,1201,575,8374.25,0.528,NT-GFP_Cen21-ZF1c,3691.0,9472,2.26882958547819,0.9380632384059002,0.9380632384059002,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,25,2,1254,561,8927.17,0.551,NT-GFP_Cen21-ZF1c,3691.0,9472,2.4186318070983472,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,25,2,1203,529,7654.0,0.405,NT-GFP_Cen21-ZF1c,3691.0,9472,2.073692766188025,0.8573825747689358,0.8573825747689358,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,21,2,1262,538,8579.0,0.416,NT-GFP_Cen21-ZF1c,3409.0,9340,2.5165737753006745,0.9480616068754635,0.9480616068754634,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,21,2,1265,530,9048.99,0.473,NT-GFP_Cen21-ZF1c,3409.0,9340,2.6544411850982694,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,21,2,1287,524,8324.86,0.518,NT-GFP_Cen21-ZF1c,3409.0,9340,2.4420240539747726,0.9199767045825005,0.9199767045825004,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,21,2,1263,492,7540.03,0.468,NT-GFP_Cen21-ZF1c,3409.0,9340,2.211801114696392,0.8332454782246417,0.8332454782246416,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,21,2,1310,446,7822.06,0.647,NT-GFP_Cen21-ZF1c,3409.0,9340,2.294532120856556,0.8644124924439082,0.864412492443908,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,23,2,1763,534,4330.0,0.448,NT-GFP_Cen21-ZF1c,2977.0,7443,1.4544843802485723,0.8672436273616366,0.8672436273616366,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,23,2,1804,526,4782.0,0.399,NT-GFP_Cen21-ZF1c,2977.0,7443,1.606315082297615,0.9577734471231747,0.9577734471231747,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,23,2,1791,508,4660.0,0.458,NT-GFP_Cen21-ZF1c,2977.0,7443,1.5653342290896877,0.9333384072760339,0.9333384072760339,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,23,2,1856,491,4272.29,0.532,NT-GFP_Cen21-ZF1c,2977.0,7443,1.4350990930466914,0.8556850523650915,0.8556850523650916,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,23,2,1815,452,4992.83,0.55,NT-GFP_Cen21-ZF1c,2977.0,7443,1.6771346993617735,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,18,2,619,445,3136.95,0.525,NT-GFP_Cen21-ZF1c,1810.0,3888,1.733121546961326,0.8118400621118012,0.8118400621118012,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,18,2,726,386,3857.8100000000004,0.546,NT-GFP_Cen21-ZF1c,1810.0,3888,2.131386740331492,0.998398033126294,0.9983980331262942,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,18,2,653,385,3864.0,0.439,NT-GFP_Cen21-ZF1c,1810.0,3888,2.1348066298342543,1.0,1.0,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,18,2,704,377,2936.88,0.499,NT-GFP_Cen21-ZF1c,1810.0,3888,1.6225856353591162,0.7600621118012423,0.7600621118012423,Yes
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1c_1_MMStack_Pos4_MIP,18,2,677,373,2992.0,0.403,NT-GFP_Cen21-ZF1c,1810.0,3888,1.653038674033149,0.7743271221532091,0.774327122153209,Yes
