experiment,base_name,ROI,channel,x,y,intensity,probability,plasmid
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,128,2,568,1967,37787.94,0.603,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,128,2,585,1964,28741.65,0.488,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,126,2,212,1963,1295.82,0.498,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,123,2,1684,1934,10416.31,0.499,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,122,2,1897,1864,1930.0,0.465,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,114,2,571,1737,1244.0,0.412,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,110,2,1756,1719,3662.93,0.477,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,110,2,1752,1677,3478.0,0.46,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,110,2,1813,1669,3314.0,0.372,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,109,2,776,1650,16886.21,0.492,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,101,2,1191,1589,3622.15,0.521,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,97,2,467,1571,1095.0,0.351,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,99,2,1312,1526,2964.18,0.471,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,102,2,46,1516,4144.38,0.489,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,102,2,21,1518,4599.68,0.549,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,95,2,92,1469,8692.26,0.513,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,95,2,100,1404,8029.03,0.526,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,87,2,990,1371,4711.0,0.407,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,87,2,1089,1347,5203.0,0.401,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,87,2,1012,1347,6327.24,0.537,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,73,2,1623,1098,5040.16,0.497,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,68,2,1482,1077,4755.3,0.534,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,63,2,514,1046,1766.88,0.461,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,64,2,1249,1031,8066.26,0.513,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,64,2,1220,1021,6460.0,0.351,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,63,2,526,1017,1552.0,0.45,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,64,2,1232,967,5718.0,0.323,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,53,2,1413,831,4328.0,0.449,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,50,2,248,775,2775.57,0.463,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,50,2,298,765,3034.0,0.322,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,42,2,1192,636,5936.14,0.484,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,33,2,651,549,15932.0,0.303,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,31,2,1712,530,5656.02,0.472,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,33,2,601,518,21250.0,0.335,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,31,2,1678,495,5558.0,0.441,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,33,2,627,489,11852.0,0.396,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,31,2,1729,483,6150.9,0.473,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,19,2,188,383,1254.0,0.448,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,19,2,173,384,1520.99,0.504,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,21,2,1316,381,58241.4,0.486,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,22,2,1692,362,13275.3,0.467,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,22,2,1621,352,9893.98,0.491,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,19,2,139,326,1249.85,0.485,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_Cen21-ZF1b_1_MMStack_Pos6_MIP,17,2,1282,319,40937.9,0.482,NT-GFP_Cen21-ZF1b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,108,2,1264,1751,7300.49,0.63,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,98,2,632,1711,4516.0,0.511,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,102,2,504,1660,3236.78,0.493,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,99,2,995,1611,2699.0,0.46,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,99,2,1000,1603,3207.22,0.497,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,87,2,1122,1468,7887.63,0.622,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,87,2,1092,1452,6361.0,0.44,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,87,2,1170,1433,6903.0,0.306,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,82,2,562,1385,3508.0,0.469,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,83,2,159,1349,5472.9,0.484,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,82,2,650,1344,3903.0,0.307,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,83,2,62,1329,5005.42,0.499,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,83,2,154,1323,4468.0,0.356,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,73,2,958,1280,2860.0,0.413,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,76,2,50,1244,4234.0,0.343,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,76,2,164,1201,4120.0,0.34,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,73,2,993,1185,5546.0,0.388,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,66,2,1055,1119,5288.66,0.523,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,60,2,1453,1073,2023.53,0.49,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,51,2,378,951,43214.36,0.486,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,45,2,1367,852,4062.0,0.325,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,45,2,1287,751,3788.73,0.475,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,28,2,1340,557,51359.0,0.334,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,28,2,1316,539,54161.3,0.516,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,28,2,1385,408,40831.0,0.412,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,16,2,1632,292,16318.0,0.337,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF4b_1_MMStack_Pos5_MIP,13,2,470,210,3064.0,0.373,NT-GFP_CenY-ZF4b
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,127,2,721,1964,4591.51,0.482,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,123,2,177,1931,2877.28,0.442,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,123,2,139,1890,2323.76,0.476,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,121,2,1548,1821,4760.96,0.479,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,112,2,1182,1718,1749.29,0.445,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,112,2,1203,1719,2166.52,0.54,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,112,2,1214,1697,1722.0,0.38,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,112,2,1215,1688,1565.0,0.389,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,98,2,1861,1510,1797.0,0.37,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,99,2,1983,1495,2494.0,0.336,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,97,2,1585,1484,1183.41,0.494,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,95,2,1080,1452,1878.81,0.479,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,97,2,1621,1444,1330.39,0.532,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,95,2,1060,1443,2374.0,0.443,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,95,2,1056,1441,2488.46,0.497,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,98,2,1792,1426,1437.92,0.466,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,98,2,1800,1421,1509.0,0.44,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,95,2,1080,1404,1996.62,0.47,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,95,2,1138,1393,1446.75,0.478,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,89,2,548,1382,2595.48,0.492,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,89,2,545,1378,2825.62,0.481,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,84,2,2038,1290,1116.0,0.309,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,83,2,395,1242,1561.81,0.49,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,75,2,298,1210,2142.03,0.477,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,75,2,287,1165,2502.79,0.54,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,75,2,237,1158,2435.36,0.499,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,73,2,1367,1148,2737.16,0.509,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,73,2,1322,1110,1977.0,0.327,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,73,2,1326,1108,2356.37,0.502,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,67,2,1721,1063,1246.0,0.371,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,67,2,1743,1056,1196.04,0.502,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,60,2,605,1003,2302.61,0.508,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,60,2,572,999,1781.0,0.307,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,59,2,483,957,2234.14,0.662,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,60,2,594,950,2093.0,0.36,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,60,2,630,938,1874.8,0.5,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,58,2,731,920,2716.18,0.514,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,55,2,976,910,1180.0,0.354,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,55,2,1070,892,1177.0,0.377,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,55,2,1061,889,1292.0,0.303,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,47,2,1543,808,816.0,0.364,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,45,2,1832,743,3354.4,0.534,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,45,2,1893,697,2962.01,0.511,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,45,2,1896,694,2672.0,0.323,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,40,2,780,678,1598.56,0.531,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,35,2,1403,628,2193.57,0.506,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,39,2,1755,615,723.0,0.41,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,35,2,1451,611,2151.0,0.36,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,34,2,1204,611,1941.98,0.556,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,31,2,316,605,3234.0,0.467,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,35,2,1473,601,2459.14,0.532,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,30,2,1302,564,1401.0,0.326,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,31,2,281,562,2747.0,0.419,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,31,2,290,555,3568.84,0.528,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,31,2,312,547,2832.95,0.501,NT-GFP_CenY-ZF3c
02132025_Cen-ZF_select_HCT116_session2,02132025_Cen-ZF_select_HCT116_NT-GFP_CenY-ZF3c_1_MMStack_Pos3_MIP,18,2,383,352,1686.0,0.339,NT-GFP_CenY-ZF3c
