experiment,base_name,image_index,cell_ID,n_nuclei
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,13,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,14,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,16,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,17,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,18,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,19,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,20,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,22,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,23,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,24,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,25,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,27,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,29,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,30,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,31,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,32,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,33,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,34,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,35,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,37,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,38,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,39,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,40,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,41,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,42,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,43,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,44,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,45,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,46,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,47,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,48,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,49,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,50,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,52,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,53,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,54,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,55,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,56,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,57,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,58,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,59,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,60,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,61,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,62,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,63,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,65,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,66,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,67,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,68,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,69,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,70,3
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,72,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,75,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,76,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,77,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,78,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,79,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,80,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,81,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,82,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,83,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,84,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,85,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,86,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,88,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,89,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,93,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,94,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,95,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,96,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,97,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,98,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,99,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,100,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,101,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,102,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,103,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,105,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,106,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,107,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,108,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,109,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,110,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,111,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,112,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,113,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,114,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,115,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,117,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos6_MIP,37,118,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,2,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,4,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,5,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,6,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,7,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,8,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,9,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,10,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,11,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,12,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,13,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,14,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,15,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,16,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,17,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,18,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,19,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,21,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,22,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,24,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,26,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,27,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,28,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,29,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,30,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,31,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,33,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,34,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,35,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,36,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,37,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,38,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,40,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,41,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,42,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,43,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,44,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,45,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,46,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,47,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,48,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,49,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,50,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,51,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,52,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,53,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,54,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,55,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,56,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,57,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,58,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,59,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,60,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,61,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,62,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,63,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,64,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,65,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,66,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,69,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,70,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,71,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,72,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,73,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,74,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,75,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,76,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,77,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,78,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,80,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,81,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,82,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,83,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,84,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,85,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,86,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,87,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,88,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,89,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,90,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,91,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,93,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,94,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,96,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,98,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,99,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,100,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,101,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,102,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,103,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,104,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,105,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,107,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,108,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,109,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,110,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,111,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,112,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,114,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,115,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,116,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,117,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,118,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,119,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,120,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,121,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,122,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,123,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,124,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,125,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,127,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,128,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,129,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,130,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,131,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,132,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,133,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,134,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,136,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,137,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,138,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,140,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,141,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,142,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,143,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,144,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,146,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,147,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,149,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,152,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,153,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,154,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,155,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,156,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,158,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,159,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,160,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,161,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,162,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos7_MIP,34,165,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,2,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,3,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,4,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,6,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,7,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,8,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,9,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,10,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,11,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,13,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,14,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,15,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,16,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,17,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,18,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,19,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,21,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,23,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,24,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,25,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,26,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,27,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,28,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,29,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,31,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,32,2
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,33,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,34,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,36,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,37,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,38,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,39,1
10242025_Taka_pombe-live,10242025_Taka_pombe_4X_control_1_MMStack_Pos8_MIP,20,40,1
