y,x,intensity,probability,cell_ID,nuc_ID,base_name,image_index,channel,experiment,group,cell_density,strain,bg_area,bg_min,bg_median,bg_max,intensity_bs
1981.0,1806.0,1447.0,0.508,130,157,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1294.0
1922.0,1143.0,299.0,0.377,125,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,146.0
1920.2297,840.4172,942.46,0.56,123,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,789.46
1916.6041,843.0697,1043.6,0.591,123,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,890.5999999999999
1913.3281,815.2879,1412.68,0.585,123,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1259.68
1905.0,1154.0,472.0,0.427,125,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,319.0
1900.9768,849.9589,1250.45,0.624,123,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1097.45
1899.0,847.0,1150.0,0.423,123,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,997.0
1898.9017,840.2521,1153.03,0.631,123,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1000.03
1890.9922,826.2717,2076.43,0.743,123,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1923.4299999999998
1877.1191,524.1041,1589.04,0.787,124,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1436.04
1867.7241,581.4762,831.32,0.443,124,151,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,678.32
1860.9422,1927.2965,1117.08,0.63,122,149,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,964.0799999999999
1854.1682,1927.3181,1101.15,0.576,122,149,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,948.1500000000001
1848.9712,1790.13,911.76,0.681,122,146,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,758.76
1835.2495,1792.9835,744.78,0.531,122,146,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,591.78
1812.1185,814.0359,654.72,0.483,121,144,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,501.72
1803.6858,836.7984,812.94,0.631,121,144,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,659.94
1802.9987,966.5553,618.85,0.554,119,143,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,465.85
1802.0506,809.263,626.37,0.601,121,144,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,473.37
1797.5178,957.178,656.86,0.475,119,143,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,503.86
1796.1077,832.1265,719.33,0.613,121,144,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,566.33
1784.9398,958.0345,785.62,0.591,119,143,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,632.62
1783.1738,967.8978,716.9,0.485,119,143,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,563.9
1781.9037,525.8753,1148.02,0.516,117,141,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,995.02
1779.7449,532.1349,1659.38,0.551,117,141,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1506.38
1779.4125,539.7959,1576.67,0.518,117,141,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1423.67
1775.0,537.0,1467.0,0.437,117,141,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1314.0
1590.4499,1276.8316,297.98,0.463,103,127,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,144.98000000000002
1381.2371,574.9076,778.98,0.528,85,101,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,625.98
1285.6681,958.2965,452.05,0.518,82,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,299.05
1281.0,763.0,586.0,0.34,80,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,433.0
1245.4452,1506.0119,432.34,0.549,69,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,279.34
1204.062,845.4512,590.77,0.625,80,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,437.77
1151.0,1826.0,304.0,0.352,75,84,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,151.0
1148.0,99.0,340.0,0.361,78,88,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,187.0
1136.0,1845.0,291.0,0.347,75,84,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,138.0
1135.7444,1404.5339,3432.68,0.624,71,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,3279.68
1131.0,1584.0,497.0,0.399,65,82,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,344.0
1123.2671,1579.2418,645.72,0.444,65,82,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,492.72
1121.7985,1389.22,1171.44,0.603,71,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1018.44
1112.8863,1680.7726,1664.2,0.627,72,83,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1511.2
1109.082,1690.8375,1376.06,0.625,72,83,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1223.06
1098.9632,1571.1255,756.49,0.466,65,82,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,603.49
1015.19,698.1796,1570.95,0.655,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1417.95
1008.49,690.4475,1806.01,0.562,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1653.01
1008.4671,705.8101,2114.68,0.621,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1961.6799999999998
1007.0,686.0,1678.0,0.357,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1525.0
1006.321,676.4104,1475.93,0.574,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1322.93
1000.0,700.0,1518.0,0.376,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1365.0
996.0,693.0,1533.0,0.319,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1380.0
992.0738,699.1916,2299.63,0.661,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,2146.63
991.0,692.0,1757.0,0.46,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1604.0
984.1111,689.0757,1614.98,0.699,64,76,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1461.98
969.2769,1225.2354,1745.81,0.634,63,73,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1592.81
967.0521,1237.3428,1429.26,0.658,63,73,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1276.26
820.0,306.0,440.0,0.385,52,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,287.0
781.3574,352.0291,2326.84,0.623,29,59,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,2173.84
778.8506,358.3789,2878.13,0.656,29,59,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,2725.13
775.0346,64.0615,2039.23,0.741,47,58,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1886.23
760.6697,370.3345,1801.01,0.613,29,59,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1648.01
759.7371,364.1471,1892.5,0.592,29,59,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1739.5
760.3252,346.639,2251.74,0.586,29,59,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,2098.74
579.012,270.5155,3593.74,0.638,29,42,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,3440.74
563.7252,265.6236,2363.19,0.682,29,42,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,2210.19
557.3849,287.7575,2124.66,0.647,29,42,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1971.6599999999999
548.9392,266.54,1958.71,0.637,29,42,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1805.71
509.0,1079.0,317.0,0.344,25,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,164.0
438.2586,44.1345,1850.62,0.68,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1697.62
436.0,33.1206,1764.72,0.792,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1611.72
433.0,44.0,1448.0,0.328,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1295.0
430.0,59.0,1488.0,0.433,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1335.0
429.6438,51.2866,1870.1,0.532,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1717.1
424.0,52.0,1644.0,0.454,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1491.0
403.1265,27.0843,1795.41,0.664,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1642.41
377.8233,36.0161,2402.84,0.545,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,2249.84
372.0709,20.6156,687.54,0.557,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,534.54
364.0,1734.0,289.0,0.369,21,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,136.0
339.9993,1738.4608,330.72,0.419,21,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,177.72000000000003
316.0371,962.4432,496.39,0.409,20,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,343.39
316.2659,131.5632,333.92,0.418,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,180.92000000000002
314.0,952.0,653.0,0.393,20,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,500.0
304.0,143.0,304.0,0.378,22,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,151.0
277.0,1961.0,399.0,0.37,7,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,246.0
264.7061,1969.022,405.76,0.389,7,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,252.76
246.0,1679.0,1616.0,0.34,18,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,1463.0
219.0125,271.1939,2781.63,0.782,14,15,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,2628.63
202.7282,700.3248,854.77,0.47,15,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,701.77
194.1205,808.4975,703.65,0.555,15,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,550.65
185.0,805.0,412.0,0.351,15,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,259.0
177.974,802.7393,442.59,0.434,15,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,289.59
173.2268,1226.3101,372.78,0.458,1,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,219.77999999999997
161.1429,621.2527,436.67,0.413,9,0,10242025_Taka_pombe_4X_ecDNA_yTAS1202_1_MMStack_Pos5_MIP,0,1,10242025_Taka_pombe-live,ecDNA,4X,yTAS1202,2574696,153.0,217.0,3601.0,283.67
