filename,plasmid,experiment,ROI_index,cor_ch1_log10_median,tx_status_thr,tx_status_gmm
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,1,2.506059545682834,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,2,2.4603425121330855,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,3,2.5489417689601734,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,4,2.4931601609349294,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,5,2.5366276514631823,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,6,2.5171872119076006,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,7,2.5552079905491922,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,8,3.5266970394215926,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,9,2.46040821933466,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,10,2.495783625224292,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,11,2.4582871169461304,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,12,3.261699447664079,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,13,2.5517248234924015,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,14,2.470507260388658,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,15,2.499267585166162,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,16,2.5181685281030357,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,17,3.0885418004621554,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,18,2.5795685679237987,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,19,2.5241896104312516,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,20,2.4807297630853586,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,21,2.453728439651731,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,22,2.4797682029745842,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,23,2.4252927648644245,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,24,2.6138042748573804,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,25,2.44204577583028,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,26,2.5766049421491726,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,27,3.168882757673845,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,28,2.5010052605809396,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,29,2.6804742321530526,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,30,2.579010430948629,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,31,2.984636664147591,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,32,2.6323261416271335,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,33,2.4928285154383394,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,1,2.532682568085274,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,2,2.8908795455045926,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,3,2.759874474307639,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,4,2.4652506595353305,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,5,2.4010777784988613,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,6,4.053130878149414,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,7,3.5952288419524034,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,8,3.515624433134693,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,9,3.2639145995003975,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,10,2.9420440146947766,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,11,2.803883041066245,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,12,3.7571001522848126,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,13,2.487821318518907,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,14,3.9520729752984494,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,15,3.1231239938591924,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,16,2.4907436103787166,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,17,4.3186007316020065,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,18,2.509022635963405,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,19,2.495669495764095,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,20,2.5336645389216184,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,21,2.991552374564,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,22,4.023002006790932,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,23,2.794089474802663,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,24,3.2602601862278284,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,25,2.5230142849239416,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,26,3.2313666150861335,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,27,2.818389026010266,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,28,2.803041586671069,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,29,3.7422831014298663,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,30,2.487274494759032,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,31,3.413145760913893,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,32,2.9991690162559337,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,33,2.5255578869446245,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,34,2.5686890180282598,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,35,2.754776450488381,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,36,4.4758136650974745,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,37,2.635644661677148,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,38,2.5628694554560267,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,39,3.920271151421807,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,40,2.8275616226041325,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,1,2.4445276249570487,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,2,3.236478914770026,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,3,3.744974247286953,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,4,2.502340647270654,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,5,3.674042057098178,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,6,2.4625020022739204,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,7,2.630992944165488,Y,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,8,2.5877477890455443,Y,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,9,2.4545532932252563,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,10,3.4374256755098935,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,11,2.6828560199465685,Y,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,12,4.040116126593788,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,13,2.4404104997677534,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,14,2.4678189556006953,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,15,2.4538786508164794,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,16,2.479660499050278,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,17,2.4899490434097755,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,1,3.2143843274835247,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,2,2.7164877574495336,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,3,2.9172917663654885,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,4,2.729039933802621,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,5,2.799420952952199,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,6,4.785450957711354,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,7,3.4900973919680918,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,8,3.771738655630789,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,9,2.993818970255515,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,10,3.346959544051864,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,11,2.8296451057173764,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,12,2.75472037142017,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,13,3.064377029970027,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,14,4.158117767547265,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,15,4.347628514560618,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,16,2.8218471475495908,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,17,3.5620059327069518,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,18,2.745547939912488,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,19,2.61177132677379,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,20,3.79791439867532,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,21,2.655807559664054,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,22,3.75804845084362,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,23,3.03830389570758,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,24,2.8422459374610143,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,25,2.7591816534113613,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,26,3.506550981223285,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,27,4.026974036262828,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,28,3.839722439338562,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,29,2.641913361317985,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,30,2.733065163594559,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,31,3.9430608294787057,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,32,2.577067964898553,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,33,3.12371320354311,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,34,2.5567577377669406,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,35,3.1109778867600593,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,36,3.0785469854078933,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,37,2.5483993794494535,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,38,2.5555214281530896,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,39,2.756748269301142,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,40,2.7883617998595285,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,41,2.5280964536977364,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,42,2.7512852162719263,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,43,2.4760055945241164,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,44,2.6878481836336965,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,45,2.6736588010314835,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,46,2.5322155181448465,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,47,2.4975332946854754,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,48,2.498844994213294,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,49,2.596281209426193,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,50,2.8635278364210093,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1a_1_MMStack_Pos3_MIP,NT-GFP_Cen3-ZF1a,09042024_Cen-ZF_set3_session1,1,3.0889410956129053,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1a_1_MMStack_Pos3_MIP,NT-GFP_Cen3-ZF1a,09042024_Cen-ZF_set3_session1,2,2.8767380535713256,Y,Y
