experiment,base_name,ROI,channel,spot_count,plasmid,tx_status_thr,tx_status_gmm,ch1_log10_median
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,1,2,0,NT-GFP_Cen4-ZF1c,Y,N,2.583198773968623
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,2,2,0,NT-GFP_Cen4-ZF1c,Y,N,2.583198773968623
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,3,2,0,NT-GFP_Cen4-ZF1c,Y,Y,2.848189116991399
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,4,2,0,NT-GFP_Cen4-ZF1c,Y,N,2.5646660642520893
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,5,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.273464272621346
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,6,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.0261245167454502
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,7,2,0,NT-GFP_Cen4-ZF1c,Y,Y,2.9813655090785445
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,8,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.1528995963937474
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,9,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.0629578340845103
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,10,2,0,NT-GFP_Cen4-ZF1c,Y,Y,2.9689496809813427
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,11,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.077731179652392
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,12,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.0342272607705505
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,13,2,0,NT-GFP_Cen4-ZF1c,Y,Y,4.816479930623699
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,14,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.219846386024361
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,15,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.167317334748176
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,16,2,0,NT-GFP_Cen4-ZF1c,Y,Y,2.869231719730976
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,17,2,0,NT-GFP_Cen4-ZF1c,N,N,2.658964842664435
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,18,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.606381365110605
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,19,2,0,NT-GFP_Cen4-ZF1c,Y,Y,3.9735434685324895
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,20,2,0,NT-GFP_Cen4-ZF1c,Y,N,2.7442929831226763
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,21,2,0,NT-GFP_Cen4-ZF1c,Y,Y,2.8494194137968996
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos2_MIP,22,2,0,NT-GFP_Cen4-ZF1c,Y,N,2.7795964912578244
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,1,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.5289167002776547
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,2,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.5877109650189114
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,3,2,0,NT-GFP_Cen6-ZF1b,N,N,2.481442628502305
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,4,2,6,NT-GFP_Cen6-ZF1b,Y,Y,3.49982449583958
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,5,2,2,NT-GFP_Cen6-ZF1b,Y,Y,3.074816440645175
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,6,2,0,NT-GFP_Cen6-ZF1b,N,N,2.519827993775719
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,7,2,0,NT-GFP_Cen6-ZF1b,N,N,2.4800069429571505
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,8,2,0,NT-GFP_Cen6-ZF1b,N,N,2.5403294747908736
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,9,2,0,NT-GFP_Cen6-ZF1b,Y,Y,3.132899769944483
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,10,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.751279103983342
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,11,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.5415792439465807
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,12,2,0,NT-GFP_Cen6-ZF1b,N,N,2.5118833609788744
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,13,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.6148972160331345
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,14,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.603144372620182
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,15,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.73559889969818
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,16,2,3,NT-GFP_Cen6-ZF1b,Y,Y,4.026042721005139
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,17,2,7,NT-GFP_Cen6-ZF1b,Y,Y,3.997561115633588
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,18,2,2,NT-GFP_Cen6-ZF1b,Y,Y,4.623585221647491
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,19,2,0,NT-GFP_Cen6-ZF1b,N,N,2.4871383754771865
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,20,2,4,NT-GFP_Cen6-ZF1b,Y,Y,4.352790105174253
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,21,2,0,NT-GFP_Cen6-ZF1b,N,N,2.505149978319906
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,22,2,4,NT-GFP_Cen6-ZF1b,Y,Y,3.06781451116184
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,23,2,0,NT-GFP_Cen6-ZF1b,Y,Y,2.9885589568786157
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,24,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.611723308007342
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,25,2,3,NT-GFP_Cen6-ZF1b,Y,Y,3.048053173115609
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,26,2,0,NT-GFP_Cen6-ZF1b,Y,Y,2.88930170250631
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,27,2,0,NT-GFP_Cen6-ZF1b,Y,N,2.6127838567197355
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,28,2,0,NT-GFP_Cen6-ZF1b,N,N,2.45178643552429
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,29,2,0,NT-GFP_Cen6-ZF1b,N,N,2.523746466811565
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF1b_1_MMStack_Pos6_MIP,30,2,0,NT-GFP_Cen6-ZF1b,N,N,2.4668676203541096
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,1,2,1,NT-GFP_Cen6-ZF2a,Y,Y,2.82020145948564
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,2,2,0,NT-GFP_Cen6-ZF2a,N,N,2.437750562820388
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,3,2,0,NT-GFP_Cen6-ZF2a,N,N,2.4983105537896004
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,4,2,8,NT-GFP_Cen6-ZF2a,Y,Y,3.48826861549546
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,5,2,5,NT-GFP_Cen6-ZF2a,Y,Y,3.9644010711627313
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,6,2,0,NT-GFP_Cen6-ZF2a,Y,N,2.635483746814912
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,7,2,0,NT-GFP_Cen6-ZF2a,Y,Y,2.8898617212581885
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,8,2,0,NT-GFP_Cen6-ZF2a,N,N,2.57978359661681
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,9,2,0,NT-GFP_Cen6-ZF2a,Y,N,2.7234556720351857
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,10,2,0,NT-GFP_Cen6-ZF2a,N,N,2.416640507338281
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,11,2,0,NT-GFP_Cen6-ZF2a,N,N,2.506505032404872
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,12,2,0,NT-GFP_Cen6-ZF2a,Y,N,2.6232492903979003
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,13,2,0,NT-GFP_Cen6-ZF2a,N,N,2.530199698203082
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,14,2,0,NT-GFP_Cen6-ZF2a,N,N,2.4082399653118496
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,15,2,0,NT-GFP_Cen6-ZF2a,N,N,2.4871383754771865
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,16,2,0,NT-GFP_Cen6-ZF2a,Y,N,2.7015679850559273
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,17,2,0,NT-GFP_Cen6-ZF2a,N,N,2.4668676203541096
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,18,2,9,NT-GFP_Cen6-ZF2a,Y,Y,3.678973375919765
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,19,2,0,NT-GFP_Cen6-ZF2a,Y,N,2.6532125137753435
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,20,2,0,NT-GFP_Cen6-ZF2a,N,N,2.4871383754771865
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,21,2,0,NT-GFP_Cen6-ZF2a,N,N,2.3979400086720375
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,22,2,0,NT-GFP_Cen6-ZF2a,Y,N,2.591064607026499
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,23,2,6,NT-GFP_Cen6-ZF2a,Y,Y,3.7060346607143506
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,24,2,0,NT-GFP_Cen6-ZF2a,Y,Y,2.788168371141168
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,25,2,0,NT-GFP_Cen6-ZF2a,N,N,2.450249108319361
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,26,2,0,NT-GFP_Cen6-ZF2a,Y,Y,2.890421018800914
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,27,2,4,NT-GFP_Cen6-ZF2a,Y,Y,4.11216914800166
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,28,2,0,NT-GFP_Cen6-ZF2a,N,N,2.401400540781544
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos6_MIP,29,2,0,NT-GFP_Cen6-ZF2a,Y,Y,3.070776462843434
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,1,2,0,none,N,N,2.3654879848909
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,2,2,1,none,N,N,2.3909351071033793
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,3,2,0,none,N,N,2.374748346010104
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,4,2,0,none,N,N,2.3502480183341627
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,5,2,0,none,N,N,2.367355921026019
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,6,2,0,none,N,N,2.3729120029701067
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,7,2,0,none,N,N,2.330413773349191
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,8,2,1,none,N,N,2.403120521175818
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,9,2,0,none,N,N,2.374748346010104
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,10,2,0,none,N,N,2.4265112613645754
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,11,2,1,none,N,N,2.4424797690644486
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,12,2,2,none,N,N,2.3783979009481375
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,13,2,0,none,N,N,2.41161970596323
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,14,2,0,none,N,N,2.432969290874406
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,15,2,1,none,N,N,2.4265112613645754
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,16,2,0,none,N,N,2.3404441148401185
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,17,2,0,none,N,N,2.45178643552429
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,18,2,0,none,N,N,2.4409090820652177
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,19,2,0,none,N,N,2.401400540781544
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,20,2,0,none,N,N,2.424881636631067
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,21,2,0,none,N,N,2.3443922736851106
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,22,2,0,none,N,N,2.4533183400470375
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,23,2,0,none,N,N,2.4668676203541096
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,24,2,1,none,N,N,2.4638929889859074
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,25,2,0,none,N,N,2.357934847000454
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,26,2,0,none,N,N,2.4653828514484184
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,27,2,0,none,N,N,2.4424797690644486
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,28,2,0,none,N,N,2.4456042032735974
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,29,2,1,none,N,N,2.392696953259666
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,30,2,0,none,N,N,2.4742162640762553
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,31,2,0,none,N,N,2.459392487759231
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,32,2,0,none,N,N,2.4638929889859074
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,33,2,1,none,N,N,2.4727564493172123
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,34,2,0,none,N,N,2.4424797690644486
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,35,2,0,none,N,N,2.4424797690644486
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,36,2,0,none,N,N,2.4756711883244296
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,37,2,0,none,N,N,2.4683473304121573
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,38,2,1,none,N,N,2.4149733479708178
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,39,2,1,none,N,N,2.447158031342219
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,40,2,0,none,N,N,2.359835482339888
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,41,2,1,none,N,N,2.423245873936808
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,42,2,0,none,N,N,2.4712917110589387
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,43,2,0,none,N,N,2.444044795918076
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,44,2,0,none,N,N,2.4578818967339924
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,45,2,0,none,N,N,2.428134794028789
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,46,2,0,none,N,N,2.4456042032735974
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,47,2,0,none,N,N,2.432969290874406
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,48,2,0,none,N,N,2.401400540781544
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,49,2,2,none,N,N,2.444044795918076
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,50,2,1,none,N,N,2.3364597338485296
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_utx_1_MMStack_Pos6_MIP,51,2,0,none,N,N,2.4099331233312946
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,1,2,0,NT-GFP_Cen3-ZF1c,N,N,2.3979400086720375
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,2,2,0,NT-GFP_Cen3-ZF1c,Y,Y,2.934498451243568
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,3,2,0,NT-GFP_Cen3-ZF1c,N,N,2.4756711883244296
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,4,2,0,NT-GFP_Cen3-ZF1c,N,N,2.3820170425748683
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,5,2,3,NT-GFP_Cen3-ZF1c,Y,Y,3.00987563371216
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,6,2,0,NT-GFP_Cen3-ZF1c,Y,N,2.6875289612146345
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,7,2,9,NT-GFP_Cen3-ZF1c,Y,Y,3.140193678578631
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,8,2,0,NT-GFP_Cen3-ZF1c,Y,Y,2.7466341989375787
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,9,2,0,NT-GFP_Cen3-ZF1c,Y,Y,2.765668554759014
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,10,2,0,NT-GFP_Cen3-ZF1c,Y,N,2.640481436970422
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,11,2,0,NT-GFP_Cen3-ZF1c,N,N,2.4712917110589387
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,12,2,14,NT-GFP_Cen3-ZF1c,Y,Y,3.3967222785037734
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,13,2,0,NT-GFP_Cen3-ZF1c,N,N,2.459392487759231
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,14,2,0,NT-GFP_Cen3-ZF1c,Y,N,2.584331224367531
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,15,2,0,NT-GFP_Cen3-ZF1c,Y,N,2.633468455579586
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,16,2,0,NT-GFP_Cen3-ZF1c,Y,Y,2.756636108245848
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,17,2,10,NT-GFP_Cen3-ZF1c,Y,Y,3.500373714353374
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,18,2,8,NT-GFP_Cen3-ZF1c,Y,Y,3.2995072987004876
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,19,2,0,NT-GFP_Cen3-ZF1c,N,N,2.416640507338281
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,20,2,0,NT-GFP_Cen3-ZF1c,N,N,2.546542663478131
09042024_Cen-ZF_set3_session1,09042024_Cen-ZF_NT-GFP_Cen3-ZF1c_1_MMStack_Pos2_MIP,21,2,0,NT-GFP_Cen3-ZF1c,N,N,2.4871383754771865
