filename,plasmid,experiment,ROI_index,ch1_log10_median,tx_status_thr,tx_status_gmm
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,1,2.4533183400470375,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,2,2.3783979009481375,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,3,2.4742162640762553,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,4,2.4424797690644486,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,5,2.5211380837040362,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,6,2.4800069429571505,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,7,2.5327543789924976,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,8,3.5503506723016156,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,9,2.4216039268698313,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,10,2.496929648073215,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,11,2.3944516808262164,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,12,3.244771761495295,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,13,2.5327543789924976,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,14,2.45484486000851,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,15,2.496929648073215,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,16,2.4742162640762553,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,17,3.13956426617585,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,18,2.568201724066995,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,19,2.5224442335063197,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,20,2.437750562820388,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,21,2.484299839346786,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,22,2.513217600067939,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,23,2.3961993470957363,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,24,2.663700925389648,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,25,2.469822015978163,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,26,2.5514499979728753,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,27,3.2000292665537704,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,28,2.4771212547196626,N,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,29,2.6989700043360187,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,30,2.584331224367531,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,31,2.9903388547876015,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,32,2.635483746814912,Y,N
09042024_Cen-ZF_NT-GFP_Cen3-ZF1b_1_MMStack_Pos2_MIP,NT-GFP_Cen3-ZF1b,09042024_Cen-ZF_set3_session1,33,2.4683473304121573,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,1,2.4771212547196626,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,2,2.859738566197147,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,3,2.840106094456758,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,4,2.413299764081252,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,5,2.3909351071033793,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,6,4.100198171834132,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,7,3.5618166643189575,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,8,3.521007252408604,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,9,3.2140486794119414,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,10,2.9849771264154934,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,11,2.8662873390841948,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,12,3.7681198941847973,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,13,2.416640507338281,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,14,4.036329416337374,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,15,3.131297796597623,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,16,2.5276299008713385,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,17,4.3771969350089135,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,18,2.4899584794248346,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,19,2.4653828514484184,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,20,2.584331224367531,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,21,2.9818186071706636,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,22,4.064495426792728,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,23,2.816241299991783,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,24,3.2550311633455515,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,25,2.503790683057181,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,26,3.2907022432878543,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,27,2.840106094456758,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,28,2.8488047010518036,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,29,3.7960189693471493,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,30,2.439332693830263,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,31,3.5304558435846762,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,32,3.0930713063760633,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,33,2.5854607295085006,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,34,2.611723308007342,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,35,2.782472624166286,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,36,4.545183368215406,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,37,2.7058637122839193,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,38,2.5171958979499744,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,39,4.009727022688623,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2b_1_MMStack_Pos0_MIP,NT-GFP_Cen6-ZF2b,09042024_Cen-ZF_set3_session1,40,2.845098040014257,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,1,2.374748346010104,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,2,3.281714970027296,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,3,3.73559889969818,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,4,2.506505032404872,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,5,3.65263306808311,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,6,2.526339277389844,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,7,2.6748611407378116,Y,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,8,2.6711728427150834,Y,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,9,2.5211380837040362,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,10,3.4500950758716025,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,11,2.708420900134713,Y,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,12,4.023252459633712,Y,Y
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,13,2.5010592622177517,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,14,2.5352941200427703,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,15,2.4756711883244296,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,16,2.4683473304121573,N,N
09042024_Cen-ZF_NT-GFP_Cen4-ZF1c_1_MMStack_Pos6_MIP,NT-GFP_Cen4-ZF1c,09042024_Cen-ZF_set3_session1,17,2.5352941200427703,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,1,3.228400358703005,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,2,2.6794278966121188,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,3,2.8785217955012063,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,4,2.667452952889954,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,5,2.7781512503836434,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,6,4.816479930623699,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,7,3.5058280338548364,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,8,3.820464190577684,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,9,2.9872192299080047,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,10,3.3521825181113627,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,11,2.840106094456758,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,12,2.7972675408307164,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,13,3.0666985504229953,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,14,4.19412566176021,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,15,4.366189402779955,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,16,2.8369567370595505,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,17,3.5583485087616196,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,18,2.7427251313046983,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,19,2.606381365110605,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,20,3.8426716337607885,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,21,2.6232492903979003,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,22,3.743901550485179,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,23,3.041392685158225,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,24,2.907411360774586,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,25,2.7573960287930244,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,26,3.5317343092765503,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,27,4.070167211658314,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,28,3.896085085423285,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,29,2.640481436970422,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,30,2.832508912706236,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,31,3.9816827273712856,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,32,2.591064607026499,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,33,3.1215598441875008,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,34,2.5327543789924976,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,35,3.0923696996291206,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,36,3.0681858617461617,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,37,2.5390760987927767,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,38,2.531478917042255,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,39,2.7283537820212285,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,40,2.7715874808812555,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,41,2.503790683057181,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,42,2.7283537820212285,Y,Y
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,43,2.4668676203541096,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,44,2.6570558528571038,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,45,2.6344772701607315,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,46,2.4800069429571505,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,47,2.53655844257153,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,48,2.496929648073215,N,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,49,2.611723308007342,Y,N
09042024_Cen-ZF_NT-GFP_Cen6-ZF2a_1_MMStack_Pos1_MIP,NT-GFP_Cen6-ZF2a,09042024_Cen-ZF_set3_session1,50,3.040404528914159,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1a_1_MMStack_Pos3_MIP,NT-GFP_Cen3-ZF1a,09042024_Cen-ZF_set3_session1,1,3.0457140589408676,Y,Y
09042024_Cen-ZF_NT-GFP_Cen3-ZF1a_1_MMStack_Pos3_MIP,NT-GFP_Cen3-ZF1a,09042024_Cen-ZF_set3_session1,2,2.833784374656479,Y,Y
