experiment,base_name,ROI,channel,x,y,intensity,probability,plasmid
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,99,2,1232,1711,4442.0,0.35,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,91,2,363,1682,1928.0,0.393,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,96,2,797,1669,1689.0,0.404,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,91,2,328,1658,1875.0,0.356,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,87,2,420,1580,5981.0,0.443,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,89,2,1854,1546,19597.0,0.35,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,86,2,743,1515,4972.0,0.428,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,83,2,1159,1443,62214.0,0.49,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,79,2,1636,1435,2705.1,0.505,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,79,2,1610,1412,2217.0,0.435,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,73,2,424,1406,13493.0,0.388,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,79,2,1610,1402,2325.0,0.402,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,73,2,393,1393,19817.0,0.375,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,75,2,482,1390,16377.0,0.314,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,78,2,1748,1375,3229.08,0.607,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,75,2,537,1312,16014.0,0.372,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,73,2,355,1294,17584.82,0.474,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,65,2,623,1225,26235.35,0.492,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,69,2,1541,1223,3316.09,0.525,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,69,2,1514,1193,3614.03,0.553,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,69,2,1448,1190,2606.5,0.481,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,71,2,1947,1185,5104.0,0.325,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,71,2,1939,1184,5107.43,0.483,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,69,2,1477,1184,3140.18,0.525,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,64,2,417,1179,2789.37,0.496,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,69,2,1481,1163,2534.0,0.373,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,65,2,569,1130,29744.0,0.453,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,64,2,360,1125,2799.26,0.578,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,64,2,399,1123,3419.1,0.51,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,62,2,1263,1101,2055.02,0.49,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,62,2,1276,1095,1827.73,0.475,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,62,2,1299,1092,1461.0,0.35,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,56,2,1906,1084,3220.23,0.529,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,57,2,1669,1076,2582.2,0.538,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,57,2,1638,1058,2421.87,0.486,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,58,2,764,1051,2482.43,0.503,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,56,2,1879,1040,3602.68,0.549,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,58,2,792,1033,3103.95,0.594,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,57,2,1637,1027,2519.08,0.502,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,56,2,1848,1025,2532.25,0.458,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,56,2,1896,1025,2774.37,0.508,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,54,2,569,1017,3464.0,0.418,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,54,2,556,1000,3124.95,0.481,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,57,2,1650,998,2190.91,0.497,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,50,2,462,991,3939.21,0.521,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,53,2,243,987,4249.89,0.527,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,55,2,1134,984,1455.0,0.321,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,50,2,502,985,2824.61,0.492,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,50,2,468,979,3568.13,0.492,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,53,2,246,969,4085.52,0.545,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,54,2,565,962,2734.16,0.505,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,51,2,1254,953,3038.31,0.49,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,51,2,1248,940,2799.49,0.479,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,48,2,843,933,1548.0,0.453,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,50,2,450,923,3487.41,0.616,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,48,2,865,885,1343.96,0.478,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,43,2,250,853,2713.0,0.338,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,35,2,76,617,54481.0,0.309,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,27,2,1412,528,1278.0,0.415,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,18,2,1200,347,5414.52,0.494,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,18,2,1174,336,5762.16,0.505,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,14,2,886,335,4567.0,0.426,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,14,2,798,317,3453.0,0.424,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,14,2,824,303,4242.08,0.499,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,11,2,1047,299,2561.0,0.455,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,11,2,980,280,2867.7,0.501,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,11,2,1038,255,3346.86,0.497,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,11,2,1030,252,2697.0,0.373,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,11,2,971,248,3559.0,0.44,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,10,2,1438,244,5864.0,0.307,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,10,2,1414,204,6118.96,0.479,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,11,2,964,201,2712.0,0.303,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,11,2,953,176,2862.65,0.508,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos6_MIP,5,2,1379,94,3970.0,0.36,NT-GFP_Cen8-ZF4b
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,142,2,1392,2037,14967.67,0.625,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,141,2,1677,2019,2596.0,0.364,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,140,2,878,2007,20462.32,0.515,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,143,2,742,2001,3547.37,0.443,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,143,2,749,1999,3424.0,0.309,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,141,2,1664,1962,2750.61,0.498,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,140,2,860,1959,27655.0,0.373,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,141,2,1633,1952,2915.0,0.463,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,140,2,854,1951,27599.2,0.487,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,136,2,570,1928,3369.99,0.469,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,134,2,461,1915,6909.0,0.407,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,141,2,1627,1910,2084.31,0.484,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,136,2,539,1901,3996.98,0.497,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,134,2,442,1898,8739.0,0.471,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,134,2,456,1892,7748.0,0.448,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,130,2,1708,1885,14355.0,0.323,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,130,2,1721,1880,15358.0,0.346,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,126,2,2008,1796,4319.0,0.337,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,126,2,2024,1752,3636.0,0.411,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,126,2,1995,1745,3458.0,0.358,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,121,2,1167,1660,1473.0,0.406,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,117,2,674,1644,14765.0,0.311,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,117,2,605,1627,12271.13,0.497,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,116,2,1024,1577,4762.93,0.483,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,116,2,1022,1572,4575.57,0.482,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,104,2,1039,1426,4004.0,0.448,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,103,2,1828,1420,46113.0,0.414,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,104,2,986,1419,4347.51,0.501,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,104,2,974,1403,4376.26,0.499,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,98,2,536,1368,3292.0,0.46,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,98,2,540,1363,3517.49,0.475,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,104,2,999,1345,4117.84,0.5,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,89,2,876,1155,6614.0,0.302,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,90,2,1447,1146,1922.25,0.507,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,87,2,362,1123,3150.43,0.499,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,83,2,1797,1105,7239.06,0.511,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,78,2,1915,1100,2025.36,0.55,NT-GFP_Cen4-ZF3c
02112025_Cen-ZF_select_HCT116_session1,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos10_MIP,76,2,1606,1010,4867.37,0.505,NT-GFP_Cen4-ZF3c
