experiment,image_index,channel,avg_intensity,median_intensity,min_intensity,area,base_name
02112025_Cen-ZF_select_HCT116_session1,30,0,3988.391563898779,3808.0,1296,2370148,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen11-ZF1b_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,30,1,2432.540302774469,1202.0,413,2370148,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen11-ZF1b_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,31,0,5073.051239141139,4923.0,1729,1995369,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen1-ZF1c_1_MMStack_Pos5_MIP
02112025_Cen-ZF_select_HCT116_session1,31,1,1565.9670928481642,1017.0,511,1995369,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen1-ZF1c_1_MMStack_Pos5_MIP
02112025_Cen-ZF_select_HCT116_session1,32,0,5642.161535526582,5417.0,1921,2166877,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF2h_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,32,1,1392.2752994845919,854.0,411,2166877,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF2h_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,33,0,3927.197303382952,3645.0,1785,2807962,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF2a_1_MMStack_Pos1_MIP
02112025_Cen-ZF_select_HCT116_session1,33,1,2228.7283637013807,1010.0,436,2807962,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF2a_1_MMStack_Pos1_MIP
02112025_Cen-ZF_select_HCT116_session1,34,0,4268.163305927337,4193.0,1453,2392206,02112025_Cen-ZF_select_HCT116_NT-GFP_TLP1c_1_MMStack_Pos1_MIP
02112025_Cen-ZF_select_HCT116_session1,34,1,2121.9227854949177,1075.0,438,2392206,02112025_Cen-ZF_select_HCT116_NT-GFP_TLP1c_1_MMStack_Pos1_MIP
02112025_Cen-ZF_select_HCT116_session1,35,0,4386.2935270635,3971.0,1589,2677797,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen6-ZF1c_1_MMStack_Pos10_MIP
02112025_Cen-ZF_select_HCT116_session1,35,1,1753.1082988454373,994.0,445,2677797,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen6-ZF1c_1_MMStack_Pos10_MIP
02112025_Cen-ZF_select_HCT116_session1,36,0,4499.412234344347,4299.0,1498,1966226,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF3a_1_MMStack_Pos7_MIP
02112025_Cen-ZF_select_HCT116_session1,36,1,1433.979157410413,910.0,376,1966226,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF3a_1_MMStack_Pos7_MIP
02112025_Cen-ZF_select_HCT116_session1,37,0,4224.59269537328,4035.0,1444,2352883,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen9-ZF1a_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,37,1,1168.3377211397367,769.0,340,2352883,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen9-ZF1a_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,38,0,4829.613210903728,4614.0,1745,2366816,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF2c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,38,1,5585.70060003465,2272.0,761,2366816,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF2c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,39,0,3538.269144937538,3365.0,989,2223278,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen12-ZF1b_1_MMStack_Pos6_MIP
02112025_Cen-ZF_select_HCT116_session1,39,1,1180.887086311685,780.0,419,2223278,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen12-ZF1b_1_MMStack_Pos6_MIP
02112025_Cen-ZF_select_HCT116_session1,40,0,3938.669304766016,3661.0,1423,2474964,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen15-ZF2c_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,40,1,1509.421606899462,1049.0,457,2474964,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen15-ZF2c_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,41,0,3757.985173806376,3483.0,1323,2592008,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen5-ZF2b_1_MMStack_Pos10_MIP
02112025_Cen-ZF_select_HCT116_session1,41,1,3158.883893188741,1581.0,436,2592008,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen5-ZF2b_1_MMStack_Pos10_MIP
02112025_Cen-ZF_select_HCT116_session1,42,0,4493.884133937262,4246.0,1394,2443118,02112025_Cen-ZF_select_HCT116_utx_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,42,1,649.717977139012,656.0,320,2443118,02112025_Cen-ZF_select_HCT116_utx_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,43,0,5004.966247763585,4897.0,1999,2092135,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF1g_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,43,1,3148.196270643368,1606.0,453,2092135,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF1g_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,44,0,4061.1957843536193,3703.0,1414,2641832,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen11-ZF1b_1_MMStack_Pos3_MIP
02112025_Cen-ZF_select_HCT116_session1,44,1,2971.4958757676986,1680.0,610,2641832,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen11-ZF1b_1_MMStack_Pos3_MIP
02112025_Cen-ZF_select_HCT116_session1,45,0,4676.534501005651,4462.0,1405,2090269,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,45,1,1294.0880701082272,930.0,412,2090269,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,46,0,4472.59404288749,4139.0,1411,2409597,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos5_MIP
02112025_Cen-ZF_select_HCT116_session1,46,1,2099.52198685572,1346.0,474,2409597,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen8-ZF4b_1_MMStack_Pos5_MIP
02112025_Cen-ZF_select_HCT116_session1,47,0,4172.839064493646,4087.0,1229,2245756,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos11_MIP
02112025_Cen-ZF_select_HCT116_session1,47,1,2298.24407024982,1287.0,507,2245756,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos11_MIP
02112025_Cen-ZF_select_HCT116_session1,48,0,4172.863266447549,3971.0,1426,2419192,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen6-ZF1c_1_MMStack_Pos11_MIP
02112025_Cen-ZF_select_HCT116_session1,48,1,1179.4800328552076,850.0,340,2419192,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen6-ZF1c_1_MMStack_Pos11_MIP
02112025_Cen-ZF_select_HCT116_session1,49,0,5120.248703118508,5071.0,1420,2008449,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen1-ZF1c_1_MMStack_Pos4_MIP
02112025_Cen-ZF_select_HCT116_session1,49,1,951.5383091901307,725.0,353,2008449,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen1-ZF1c_1_MMStack_Pos4_MIP
02112025_Cen-ZF_select_HCT116_session1,50,0,4106.863109046685,3872.0,1404,2281633,02112025_Cen-ZF_select_HCT116_NT-GFP_TLP1c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,50,1,1401.3909150902277,897.0,518,2281633,02112025_Cen-ZF_select_HCT116_NT-GFP_TLP1c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,51,0,4484.888853118241,4389.0,1478,2733497,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF2a_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,51,1,1746.5516582621904,964.0,483,2733497,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF2a_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,52,0,5079.2036014998885,4975.0,1593,1955596,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF2h_1_MMStack_Pos8_MIP
02112025_Cen-ZF_select_HCT116_session1,52,1,2014.780572183419,1231.0,431,1955596,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF2h_1_MMStack_Pos8_MIP
02112025_Cen-ZF_select_HCT116_session1,53,0,4150.174553305651,3984.0,1094,2653940,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen5-ZF2b_1_MMStack_Pos7_MIP
02112025_Cen-ZF_select_HCT116_session1,53,1,1850.1085619870832,1114.0,454,2653940,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen5-ZF2b_1_MMStack_Pos7_MIP
02112025_Cen-ZF_select_HCT116_session1,54,0,3866.7317128661566,3619.0,1452,2581016,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF4c_1_MMStack_Pos3_MIP
02112025_Cen-ZF_select_HCT116_session1,54,1,1134.2114086429137,805.0,373,2581016,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF4c_1_MMStack_Pos3_MIP
02112025_Cen-ZF_select_HCT116_session1,55,0,4219.965240964422,3956.0,1573,2444639,02112025_Cen-ZF_select_HCT116_utx_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,55,1,618.614607894038,630.0,324,2444639,02112025_Cen-ZF_select_HCT116_utx_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,56,0,5825.380473385259,5777.0,2178,2423949,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF1g_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,56,1,1927.7609256826574,1250.0,483,2423949,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF1g_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,57,0,4590.922866602713,4389.0,1428,2337099,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen12-ZF2b_1_MMStack_Pos4_MIP
02112025_Cen-ZF_select_HCT116_session1,57,1,1903.3784999661973,1072.0,467,2337099,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen12-ZF2b_1_MMStack_Pos4_MIP
02112025_Cen-ZF_select_HCT116_session1,58,0,3814.8045068668034,3726.0,1597,2324949,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen9-ZF1a_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,58,1,923.3029622231169,707.0,323,2324949,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen9-ZF1a_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,59,0,3817.421430321968,3532.0,987,2745634,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen6-ZF1c_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,59,1,1439.6632155512084,971.0,343,2745634,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen6-ZF1c_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,60,0,4011.3595267607757,3784.0,1207,2335617,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF2c_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,60,1,1706.295336203709,991.0,394,2335617,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF2c_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,61,0,4069.6193039211003,3882.0,1429,2491380,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF1c_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,61,1,1220.1530075071742,851.0,407,2491380,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF1c_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,62,0,3681.1986607438107,3483.0,1303,2721733,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen15-ZF2c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,62,1,967.1929245387006,707.0,343,2721733,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen15-ZF2c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,63,0,3956.06254490181,3837.0,1398,2444068,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF1a_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,63,1,2203.488898934543,1148.0,446,2444068,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF1a_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,64,0,3670.011670877781,3417.0,933,2557913,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen14-ZF1a_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,64,1,1638.4882704449078,946.0,354,2557913,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen14-ZF1a_1_MMStack_Pos2_MIP
02112025_Cen-ZF_select_HCT116_session1,65,0,4382.39794015407,4006.0,1540,2462414,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF2h_1_MMStack_Pos1_MIP
02112025_Cen-ZF_select_HCT116_session1,65,1,1467.9848832445052,895.0,374,2462414,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF2h_1_MMStack_Pos1_MIP
02112025_Cen-ZF_select_HCT116_session1,66,0,4621.404759480319,4383.0,1623,2306145,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF1e_1_MMStack_Pos3_MIP
02112025_Cen-ZF_select_HCT116_session1,66,1,1329.9649133342384,879.0,395,2306145,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen7-ZF1e_1_MMStack_Pos3_MIP
02112025_Cen-ZF_select_HCT116_session1,67,0,4634.638188385796,4294.0,1328,2507033,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF1c_1_MMStack_Pos11_MIP
02112025_Cen-ZF_select_HCT116_session1,67,1,1557.32514730766,836.0,507,2507033,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen10-ZF1c_1_MMStack_Pos11_MIP
02112025_Cen-ZF_select_HCT116_session1,68,0,3937.107214739753,3800.0,1340,2355788,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF2a_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,68,1,1977.4363611619556,1223.0,478,2355788,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen2-ZF2a_1_MMStack_Pos9_MIP
02112025_Cen-ZF_select_HCT116_session1,69,0,5770.370507771557,5742.0,1809,1963409,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,69,1,1392.0447780680888,953.0,520,1963409,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen4-ZF3c_1_MMStack_Pos0_MIP
02112025_Cen-ZF_select_HCT116_session1,70,0,4507.035421172812,4343.0,1335,2392440,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen9-ZF1a_1_MMStack_Pos10_MIP
02112025_Cen-ZF_select_HCT116_session1,70,1,1135.5507628046314,795.0,353,2392440,02112025_Cen-ZF_select_HCT116_NT-GFP_Cen9-ZF1a_1_MMStack_Pos10_MIP
