experiment,base_name,ROI,channel,x,y,intensity,probability
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,14,3,1598,1196,519.64,0.516
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,14,3,1561,1183,643.61,0.614
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,15,3,968,1169,1182.53,0.651
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,12,3,496,1128,663.22,0.531
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,12,3,490,1121,453.22,0.492
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,13,3,898,1115,575.46,0.498
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,13,3,899,1106,380.0,0.367
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,13,3,910,1099,566.93,0.566
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,11,3,1363,1012,563.8,0.528
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,11,3,1392,1007,594.12,0.515
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,11,3,1431,965,435.0,0.471
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,10,3,1704,908,536.38,0.543
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,9,3,410,736,509.56,0.508
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,9,3,420,731,700.61,0.666
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,8,3,1837,711,525.51,0.466
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,8,3,1840,708,561.0,0.426
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,8,3,1833,705,518.0,0.478
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,7,3,844,607,595.49,0.504
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,7,3,884,602,1314.7,0.721
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,7,3,855,588,822.75,0.538
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,6,3,2,352,485.63,0.522
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,6,3,40,296,420.78,0.493
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,5,3,269,262,429.46,0.517
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,3,3,1299,226,462.56,0.497
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,3,3,1301,219,378.0,0.448
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,5,3,264,219,460.95,0.501
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,4,3,633,203,1026.23,0.614
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,4,3,580,200,539.72,0.493
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,3,3,1276,180,855.32,0.481
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,3,3,1272,177,970.97,0.591
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,2,3,1992,175,522.67,0.571
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,1,3,143,100,616.3,0.584
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_mix_1_MMStack_Pos-7-001_004_MIP,1,3,132,82,387.27,0.501
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,29,2,1330,2004,511.0,0.407
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,28,2,1898,1996,1311.3,0.596
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,28,2,1911,1992,1319.0,0.636
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,29,2,1406,1987,2171.19,0.691
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,29,2,1316,1962,2748.65,0.645
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,29,2,1383,1952,2296.99,0.571
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,28,2,1888,1934,1494.19,0.585
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,27,2,1481,1884,2129.48,0.586
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,27,2,1486,1875,688.0,0.392
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,27,2,1464,1826,2942.35,0.637
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,27,2,1456,1815,2055.06,0.568
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,26,2,430,1799,2751.5,0.611
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,26,2,430,1780,3154.04,0.643
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,26,2,323,1761,2548.31,0.573
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,25,2,1438,1729,4211.07,0.63
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,25,2,1457,1725,3331.78,0.571
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,25,2,1484,1714,4347.04,0.769
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,22,2,1128,1672,3549.08,0.771
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,24,2,825,1659,1847.46,0.54
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,24,2,834,1651,1667.2,0.578
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,24,2,821,1645,1146.2,0.49
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,22,2,1069,1634,3011.46,0.627
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,23,2,110,1594,1758.71,0.586
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,23,2,93,1593,1713.93,0.657
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,21,2,505,1581,1776.79,0.549
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,22,2,1138,1580,3480.49,0.665
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,23,2,122,1579,1431.91,0.564
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,21,2,519,1565,1450.88,0.666
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,21,2,503,1554,1958.5,0.6
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,20,2,810,1542,1650.64,0.567
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,20,2,784,1527,2017.78,0.592
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,20,2,773,1515,1623.36,0.586
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,20,2,759,1500,2280.6,0.636
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,20,2,790,1494,914.0,0.449
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,20,2,785,1490,1904.46,0.604
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,19,2,1107,1447,2480.56,0.602
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,18,2,833,1440,1351.38,0.532
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,19,2,1101,1425,3400.78,0.604
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,18,2,841,1415,2032.45,0.638
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,18,2,890,1409,1434.81,0.611
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,19,2,1054,1390,1944.77,0.595
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,18,2,865,1387,1714.36,0.599
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1383,1373,2576.86,0.682
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,18,2,788,1371,1703.7,0.626
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1385,1346,2195.78,0.584
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1378,1345,1661.94,0.508
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1438,1339,2622.94,0.676
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1412,1318,1669.02,0.592
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1403,1306,1080.0,0.504
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,18,2,769,1307,2262.54,0.623
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1404,1287,2335.67,0.604
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1365,1283,2569.91,0.656
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1282,1277,2195.92,0.561
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,17,2,1299,1275,2521.51,0.603
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,16,2,520,1202,2779.76,0.564
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,16,2,506,1196,1094.91,0.5
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,16,2,518,1195,1945.16,0.506
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,15,2,1101,1134,2190.59,0.618
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,16,2,622,1132,4896.92,0.691
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,16,2,525,1125,3218.64,0.629
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1412,1123,2102.24,0.622
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,15,2,1082,1100,1893.22,0.698
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1415,1085,2538.06,0.584
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1401,1080,2070.78,0.618
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,13,2,427,1080,1270.85,0.521
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,13,2,435,1076,983.32,0.49
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1398,1073,1363.85,0.482
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,15,2,1029,1070,2931.35,0.616
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1394,1064,1766.74,0.549
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1402,1046,2284.48,0.646
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,13,2,426,1046,1358.32,0.642
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1473,1038,1700.04,0.57
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,13,2,412,1036,1904.4,0.628
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,14,2,1511,1028,713.0,0.367
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,12,2,924,772,2214.79,0.6
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,12,2,888,769,1780.16,0.578
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,12,2,897,746,2166.47,0.541
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,11,2,1906,730,2176.93,0.592
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,11,2,1920,725,2082.94,0.546
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,11,2,1950,722,2935.47,0.626
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,11,2,1851,690,2071.07,0.654
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,11,2,1834,669,1677.49,0.53
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,9,2,1088,665,2541.66,0.604
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,11,2,1922,662,2681.39,0.623
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,9,2,1198,663,3368.79,0.613
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,10,2,761,628,1754.61,0.628
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,10,2,716,621,1081.09,0.52
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,9,2,1192,612,2871.69,0.624
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,7,2,1498,585,1838.81,0.52
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,8,2,2023,558,2023.35,0.615
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,7,2,1578,545,2721.41,0.665
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,7,2,1531,526,1689.43,0.641
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,8,2,2040,503,1747.67,0.608
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,6,2,1025,500,1435.01,0.522
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,6,2,1005,494,1968.64,0.586
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,6,2,1054,466,1949.64,0.587
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,6,2,943,439,3913.7,0.619
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,6,2,987,433,2169.07,0.668
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,5,2,1916,391,1582.33,0.511
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,5,2,1889,385,3384.51,0.599
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,5,2,1917,381,2508.3,0.61
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,4,2,1734,359,1940.66,0.708
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,4,2,1644,336,668.0,0.396
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,5,2,1888,326,2953.87,0.633
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,4,2,1657,324,1886.62,0.665
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,3,2,1227,306,4242.25,0.652
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,3,2,1234,301,3945.54,0.645
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,4,2,1658,295,2675.41,0.742
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,2,2,1556,185,1575.39,0.578
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,2,2,1626,157,1602.36,0.567
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,1,2,1126,155,1510.9,0.542
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,2,2,1566,128,1781.43,0.606
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,1,2,1069,88,1367.67,0.549
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_PTA_1_MMStack_Pos-6-002_003_MIP,1,2,1059,57,1185.16,0.521
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,14,3,1661,1786,892.01,0.588
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,14,3,1706,1710,899.92,0.658
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,13,3,723,1609,942.2,0.69
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,13,3,702,1588,568.74,0.575
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,12,3,656,1463,1168.91,0.617
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,12,3,630,1461,757.77,0.601
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,11,3,1943,1140,799.33,0.634
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,11,3,1925,1135,499.81,0.508
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,11,3,1935,1124,509.32,0.494
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,11,3,1925,1121,582.27,0.517
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,10,3,1749,1122,497.0,0.421
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,10,3,1803,1076,536.1,0.529
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,10,3,1853,1069,1042.52,0.78
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,10,3,1805,1056,585.81,0.56
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,9,3,1387,1023,633.14,0.594
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,9,3,1396,936,869.67,0.619
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,8,3,1690,931,493.31,0.518
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,8,3,1705,889,908.93,0.594
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,6,3,743,815,741.67,0.521
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,6,3,740,813,563.0,0.395
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,7,3,1918,780,449.75,0.495
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,6,3,747,776,802.15,0.612
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,6,3,657,754,1089.42,0.658
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,6,3,745,752,1123.92,0.631
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,7,3,1944,704,706.24,0.638
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,5,3,1509,691,517.22,0.502
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,5,3,1608,679,525.18,0.52
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,5,3,1524,665,688.15,0.569
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,5,3,1629,657,454.83,0.496
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,5,3,1526,659,533.73,0.493
02062025_AK_FISH_fibroblasts,02062025_AK_FISH_fibroblasts_control_1_MMStack_Pos-4-002_000_MIP,5,3,1640,649,872.26,0.624
